year,lgID,tmID,hW,hL,hT,hOTL,rW,rL,rT,rOTL,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1964,NHL,CHI,20,13,2.0,,14,15,6.0,,,,,,3,3,1,,5,6,0,,10,2,3,,7.0,6.0,1.0,,7.0,4.0,2.0,,2,7,1,,,,,
1964,NHL,DET,25,7,3.0,,15,16,4.0,,,,,,4,2,1,,6,4,3,,5,5,2,,7.0,5.0,0.0,,8.0,5.0,0.0,,10,2,1,,,,,
1964,NHL,MTL,20,8,7.0,,16,15,4.0,,,,,,4,0,3,,4,6,2,,9,2,2,,8.0,5.0,0.0,,4.0,6.0,3.0,,7,4,1,,,,,
1964,NHL,NYR,8,19,8.0,,12,19,4.0,,,,,,2,3,3,,6,5,1,,2,9,3,,5.0,6.0,2.0,,3.0,7.0,1.0,,2,8,2,,,,,
1964,NHL,TOR,17,15,3.0,,13,11,11.0,,,,,,4,1,3,,5,6,2,,3,5,3,,8.0,4.0,3.0,,5.0,5.0,1.0,,5,5,2,,,,,
1965,NHL,BOS,15,17,3.0,,6,26,3.0,,,,,,0,3,0,,5,5,2,,1,12,1,,5.0,8.0,1.0,,4.0,6.0,2.0,,5,9,0,,1,0,0,
1965,NHL,CHI,21,8,6.0,,16,17,2.0,,,,,,4,0,0,,6,5,1,,8,4,2,,5.0,6.0,3.0,,8.0,3.0,1.0,,6,5,1,,0,2,0,
1965,NHL,DET,20,8,7.0,,11,19,5.0,,,,,,1,3,1,,3,5,3,,11,4,0,,8.0,2.0,2.0,,3.0,7.0,3.0,,5,6,2,,0,0,1,
1965,NHL,MTL,23,11,1.0,,18,10,7.0,,,,,,3,1,1,,7,3,2,,6,4,1,,7.0,6.0,1.0,,8.0,2.0,2.0,,8,5,1,,2,0,0,
1965,NHL,NYR,12,16,7.0,,6,25,4.0,,,,,,1,2,0,,4,6,4,,2,9,3,,4.0,7.0,1.0,,3.0,9.0,1.0,,4,7,1,,0,1,1,
1965,NHL,TOR,22,9,4.0,,12,16,7.0,,,,,,2,2,0,,5,6,2,,7,2,3,,6.0,6.0,0.0,,5.0,4.0,3.0,,9,5,1,,0,0,2,
1966,NHL,BOS,10,21,4.0,,7,22,6.0,,,,,,1,3,1,,5,5,2,,1,10,4,,5.0,7.0,0.0,,3.0,8.0,2.0,,2,9,1,,0,1,0,
1966,NHL,CHI,24,5,6.0,,17,12,6.0,,,,,,4,0,0,,6,5,2,,7,3,2,,9.0,3.0,2.0,,6.0,2.0,3.0,,8,3,3,,1,1,0,
1966,NHL,DET,21,11,3.0,,6,28,1.0,,,,,,2,4,0,,2,7,2,,5,8,1,,8.0,5.0,0.0,,5.0,7.0,1.0,,5,7,0,,0,1,0,
1966,NHL,MTL,19,9,7.0,,13,16,6.0,,,,,,3,1,0,,4,7,1,,7,4,2,,5.0,6.0,2.0,,3.0,6.0,4.0,,8,1,4,,2,0,0,
1966,NHL,NYR,18,12,5.0,,12,16,7.0,,,,,,1,3,1,,7,3,4,,9,4,1,,4.0,6.0,1.0,,6.0,4.0,1.0,,3,6,4,,0,2,0,
1966,NHL,TOR,21,8,6.0,,11,19,5.0,,,,,,1,1,2,,6,3,5,,6,6,0,,4.0,8.0,1.0,,7.0,3.0,1.0,,6,6,2,,2,0,0,
1967,NHL,BOS,22,9,6.0,,15,18,4.0,,,,,,5,1,1,,8,4,1,,6,6,2,,5.0,7.0,2.0,,6.0,4.0,4.0,,7,5,0,,,,,
1967,NHL,CHI,20,13,4.0,,12,13,12.0,,,,,,1,7,1,,8,1,4,,9,2,4,,4.0,5.0,3.0,,7.0,3.0,2.0,,3,8,2,,,,,
1967,NHL,DET,18,15,4.0,,9,20,8.0,,,,,,6,2,1,,4,6,3,,6,5,2,,3.0,8.0,2.0,,2.0,8.0,2.0,,6,6,2,,,,,
1967,NHL,LAK,20,13,4.0,,11,20,6.0,,,,,,4,3,2,,6,5,1,,6,9,0,,4.0,7.0,1.0,,6.0,4.0,2.0,,5,5,4,,,,,
1967,NHL,MNS,17,12,8.0,,10,20,7.0,,,,,,2,3,2,,3,7,3,,7,5,2,,7.0,5.0,2.0,,4.0,7.0,2.0,,4,5,4,,,,,
1967,NHL,MTL,26,5,6.0,,16,17,4.0,,,,,,5,1,2,,3,8,3,,6,5,3,,10.0,0.0,1.0,,10.0,2.0,1.0,,8,6,0,,,,,
1967,NHL,NYR,22,8,7.0,,17,15,5.0,,,,,,5,1,3,,4,7,0,,7,5,3,,6.0,4.0,2.0,,8.0,2.0,3.0,,9,4,1,,,,,
1967,NHL,OAK,12,16,9.0,,3,26,8.0,,,,,,2,5,2,,3,8,3,,2,10,1,,3.0,6.0,4.0,,5.0,5.0,2.0,,0,8,5,,,,,
1967,NHL,PHI,17,13,7.0,,14,19,4.0,,,,,,3,3,1,,7,4,3,,7,5,1,,4.0,7.0,2.0,,5.0,6.0,2.0,,5,7,2,,,,,
1967,NHL,PIT,15,12,10.0,,12,22,3.0,,,,,,3,6,1,,6,3,2,,4,8,2,,4.0,7.0,2.0,,4.0,5.0,3.0,,6,5,3,,,,,
1967,NHL,STL,18,12,7.0,,9,19,9.0,,,,,,1,5,2,,4,8,0,,7,7,1,,6.0,1.0,5.0,,3.0,5.0,4.0,,6,5,4,,,,,
1967,NHL,TOR,24,9,4.0,,9,22,6.0,,,,,,4,4,0,,8,3,3,,5,5,3,,6.0,5.0,2.0,,1.0,10.0,1.0,,9,4,1,,,,,
1968,NHL,BOS,29,3,6.0,,13,15,10.0,,,,,,6,4,0,,6,2,3,,7,2,4,,10.0,0.0,4.0,,6.0,5.0,1.0,,7,5,4,,,,,
1968,NHL,CHI,20,14,4.0,,14,19,5.0,,,,,,6,2,0,,5,7,1,,8,4,1,,6.0,6.0,2.0,,4.0,9.0,2.0,,5,5,3,,,,,
1968,NHL,DET,23,8,7.0,,10,23,5.0,,,,,,3,3,0,,5,5,3,,7,6,3,,8.0,4.0,2.0,,7.0,6.0,1.0,,3,7,3,,,,,
1968,NHL,LAK,19,14,5.0,,5,28,5.0,,,,,,2,5,1,,5,7,1,,5,4,2,,4.0,8.0,2.0,,5.0,9.0,1.0,,3,9,3,,,,,
1968,NHL,MNS,11,21,6.0,,7,22,9.0,,,,,,2,5,1,,4,6,3,,3,10,2,,2.0,10.0,1.0,,5.0,4.0,3.0,,2,8,5,,,,,
1968,NHL,MTL,26,7,5.0,,20,12,6.0,,,,,,6,1,1,,7,4,2,,7,3,4,,7.0,6.0,0.0,,11.0,2.0,1.0,,8,3,3,,,,,
1968,NHL,NYR,27,7,4.0,,14,19,5.0,,,,,,6,3,0,,8,4,0,,5,7,3,,8.0,4.0,1.0,,5.0,5.0,2.0,,9,3,3,,,,,
1968,NHL,OAK,17,14,7.0,,12,22,4.0,,,,,,2,5,2,,4,8,2,,7,6,1,,5.0,7.0,2.0,,6.0,4.0,2.0,,5,6,2,,,,,
1968,NHL,PHI,14,16,8.0,,6,19,13.0,,,,,,1,5,2,,5,8,0,,3,6,5,,3.0,6.0,5.0,,1.0,8.0,4.0,,7,2,5,,,,,
1968,NHL,PIT,12,20,6.0,,8,25,5.0,,,,,,1,4,2,,4,8,2,,2,10,2,,3.0,10.0,1.0,,4.0,6.0,2.0,,6,7,2,,,,,
1968,NHL,STL,21,8,9.0,,16,17,5.0,,,,,,4,4,0,,7,2,5,,4,4,4,,9.0,4.0,2.0,,9.0,4.0,1.0,,4,7,2,,,,,
1968,NHL,TOR,20,8,10.0,,15,18,5.0,,,,,,4,2,1,,5,4,4,,8,4,1,,5.0,5.0,4.0,,5.0,6.0,2.0,,8,5,3,,,,,
1969,NHL,BOS,27,3,8.0,,13,14,11.0,,,,,,6,1,1,,5,4,5,,7,3,3,,7.0,3.0,2.0,,8.0,2.0,3.0,,5,3,5,,2,1,0,
1969,NHL,CHI,26,7,5.0,,19,15,4.0,,,,,,1,6,1,,9,1,2,,5,6,2,,8.0,4.0,1.0,,9.0,3.0,1.0,,11,1,2,,2,1,0,
1969,NHL,DET,20,11,7.0,,20,10,8.0,,,,,,5,2,1,,5,5,3,,6,4,3,,8.0,3.0,0.0,,6.0,4.0,4.0,,7,2,4,,3,1,0,
1969,NHL,LAK,12,22,4.0,,2,30,6.0,,,,,,2,5,0,,1,10,1,,3,5,4,,3.0,13.0,0.0,,0.0,9.0,3.0,,4,9,2,,1,1,0,
1969,NHL,MNS,11,16,11.0,,8,19,11.0,,,,,,4,4,0,,3,5,4,,2,4,7,,1.0,9.0,3.0,,0.0,8.0,4.0,,7,5,4,,2,0,0,
1969,NHL,MTL,21,9,8.0,,17,13,8.0,,,,,,3,2,4,,8,1,4,,5,6,2,,9.0,2.0,1.0,,6.0,5.0,2.0,,6,4,3,,1,2,0,
1969,NHL,NYR,22,8,8.0,,16,14,8.0,,,,,,4,3,2,,10,1,3,,6,3,3,,7.0,3.0,2.0,,7.0,3.0,3.0,,2,8,3,,2,1,0,
1969,NHL,OAK,15,16,7.0,,7,24,7.0,,,,,,4,4,1,,2,9,1,,3,7,3,,3.0,8.0,3.0,,5.0,6.0,1.0,,4,5,4,,1,1,1,
1969,NHL,PHI,11,14,13.0,,6,21,11.0,,,,,,1,1,5,,2,7,4,,4,5,3,,5.0,6.0,5.0,,3.0,6.0,3.0,,2,7,4,,0,3,0,
1969,NHL,PIT,17,13,8.0,,9,25,4.0,,,,,,1,4,3,,5,6,2,,5,7,0,,3.0,7.0,3.0,,8.0,5.0,0.0,,3,7,4,,1,2,0,
1969,NHL,STL,24,9,5.0,,13,18,7.0,,,,,,3,2,3,,7,6,1,,8,3,2,,6.0,5.0,1.0,,5.0,6.0,1.0,,6,5,3,,2,0,1,
1969,NHL,TOR,18,13,7.0,,11,21,6.0,,,,,,3,3,1,,5,7,2,,5,6,2,,6.0,3.0,3.0,,5.0,5.0,3.0,,5,6,2,,0,4,0,
1970,NHL,BOS,33,4,2.0,,24,10,5.0,,,,,,6,1,1,,8,3,3,,11,2,1,,10.0,2.0,1.0,,9.0,2.0,1.0,,11,4,0,,2,0,0,
1970,NHL,BUF,16,13,10.0,,8,26,5.0,,,,,,2,7,1,,2,6,3,,3,8,2,,6.0,5.0,4.0,,4.0,10.0,1.0,,7,3,2,,0,0,2,
1970,NHL,CHI,30,6,3.0,,19,14,6.0,,,,,,6,2,2,,8,2,3,,10,2,0,,9.0,5.0,1.0,,8.0,4.0,0.0,,7,4,3,,1,1,0,
1970,NHL,CLF,17,21,1.0,,3,32,4.0,,,,,,1,7,2,,5,8,0,,5,7,0,,4.0,10.0,1.0,,2.0,11.0,0.0,,3,8,2,,0,2,0,
1970,NHL,DET,17,15,7.0,,5,30,4.0,,,,,,3,6,1,,5,5,2,,3,9,1,,3.0,8.0,3.0,,5.0,6.0,1.0,,3,9,3,,0,2,0,
1970,NHL,LAK,17,14,8.0,,8,26,5.0,,,,,,4,4,0,,4,7,1,,2,7,4,,4.0,5.0,6.0,,4.0,9.0,0.0,,5,8,2,,2,0,0,
1970,NHL,MNS,16,15,8.0,,12,19,8.0,,,,,,5,3,0,,5,5,3,,3,9,3,,5.0,5.0,4.0,,4.0,6.0,4.0,,6,5,2,,0,1,0,
1970,NHL,MTL,29,7,3.0,,13,16,10.0,,,,,,6,3,1,,5,5,2,,5,3,5,,6.0,5.0,3.0,,10.0,1.0,1.0,,9,5,1,,1,1,0,
1970,NHL,NYR,30,2,7.0,,19,16,4.0,,,,,,6,2,1,,7,3,3,,11,2,2,,6.0,3.0,4.0,,9.0,4.0,0.0,,9,3,1,,1,1,0,
1970,NHL,PHI,20,10,9.0,,8,23,8.0,,,,,,5,3,1,,5,6,1,,2,8,3,,7.0,5.0,4.0,,5.0,6.0,1.0,,3,5,5,,1,0,2,
1970,NHL,PIT,18,12,9.0,,3,25,11.0,,,,,,2,4,3,,3,6,5,,5,7,3,,6.0,5.0,1.0,,3.0,7.0,3.0,,2,7,3,,0,1,2,
1970,NHL,STL,23,7,9.0,,11,18,10.0,,,,,,5,2,3,,6,1,4,,5,5,4,,5.0,6.0,2.0,,5.0,5.0,3.0,,7,6,1,,1,0,2,
1970,NHL,TOR,24,9,6.0,,13,24,2.0,,,,,,2,6,0,,4,9,1,,10,4,0,,7.0,5.0,2.0,,9.0,2.0,2.0,,4,6,3,,1,1,0,
1970,NHL,VAN,17,18,4.0,,7,28,4.0,,,,,,3,6,2,,6,7,1,,5,7,0,,1.0,10.0,2.0,,3.0,7.0,1.0,,5,8,2,,1,1,0,
1971,NHL,BOS,28,4,7.0,,26,9,4.0,,,,,,6,3,1,,9,2,1,,9,1,3,,10.0,1.0,3.0,,12.0,1.0,1.0,,7,4,2,,1,1,0,
1971,NHL,BUF,11,19,9.0,,5,24,10.0,,,,,,3,7,2,,1,7,3,,4,8,4,,2.0,7.0,3.0,,3.0,6.0,3.0,,2,8,4,,1,0,0,
1971,NHL,CHI,28,3,8.0,,18,14,7.0,,,,,,9,3,0,,7,3,2,,9,2,1,,9.0,2.0,2.0,,5.0,6.0,3.0,,5,1,7,,2,0,0,
1971,NHL,CLF,14,12,13.0,,7,27,5.0,,,,,,3,5,3,,5,9,0,,3,6,4,,6.0,5.0,3.0,,1.0,6.0,5.0,,3,7,3,,0,1,0,
1971,NHL,DET,25,11,3.0,,8,24,7.0,,,,,,3,8,0,,4,4,4,,7,5,2,,7.0,4.0,2.0,,7.0,6.0,1.0,,5,7,1,,0,1,0,
1971,NHL,LAK,14,23,2.0,,6,26,7.0,,,,,,2,8,1,,3,9,0,,4,9,0,,4.0,7.0,5.0,,3.0,8.0,1.0,,3,8,2,,1,0,0,
1971,NHL,MNS,22,11,6.0,,15,18,6.0,,,,,,7,2,2,,9,2,1,,4,7,2,,7.0,4.0,3.0,,5.0,6.0,1.0,,5,7,3,,0,1,0,
1971,NHL,MTL,29,3,7.0,,17,13,9.0,,,,,,6,2,2,,7,1,4,,8,3,1,,6.0,7.0,1.0,,9.0,1.0,4.0,,8,2,4,,2,0,0,
1971,NHL,NYR,26,6,7.0,,22,11,6.0,,,,,,6,1,4,,9,2,0,,10,2,2,,6.0,4.0,2.0,,10.0,2.0,2.0,,7,4,3,,0,2,0,
1971,NHL,PHI,19,13,7.0,,7,25,7.0,,,,,,5,4,1,,2,7,3,,4,7,1,,3.0,8.0,3.0,,5.0,6.0,3.0,,7,5,2,,0,1,1,
1971,NHL,PIT,18,15,6.0,,8,23,8.0,,,,,,5,5,2,,3,9,0,,3,7,4,,1.0,8.0,3.0,,7.0,6.0,0.0,,6,3,4,,1,0,1,
1971,NHL,STL,17,17,5.0,,11,22,6.0,,,,,,3,6,1,,4,6,3,,3,9,2,,7.0,5.0,1.0,,5.0,7.0,2.0,,6,4,2,,0,2,0,
1971,NHL,TOR,21,11,7.0,,12,20,7.0,,,,,,2,3,5,,6,4,3,,9,5,0,,3.0,8.0,2.0,,6.0,7.0,1.0,,6,3,3,,1,1,0,
1971,NHL,VAN,14,20,5.0,,6,30,3.0,,,,,,4,7,2,,3,7,2,,2,8,0,,5.0,6.0,1.0,,2.0,12.0,1.0,,3,10,2,,1,0,0,
1972,WHA,ALB,25,12,2.0,,13,25,1.0,,,,,,5,5,1,,7,7,1,,3,8,0,,7.0,4.0,0.0,,6.0,9.0,0.0,,10,4,1,,,,,
1972,NHL,ATF,16,16,7.0,,9,22,8.0,,,,,,4,6,1,,6,6,3,,5,6,2,,6.0,4.0,3.0,,2.0,6.0,3.0,,2,10,2,,0,0,1,
1972,NHL,BOS,27,10,2.0,,24,12,3.0,,,,,,5,5,1,,9,2,2,,11,1,0,,5.0,7.0,1.0,,10.0,2.0,1.0,,11,4,0,,0,1,0,
1972,NHL,BUF,30,6,3.0,,7,21,11.0,,,,,,6,0,4,,4,7,3,,10,4,0,,5.0,6.0,0.0,,8.0,4.0,2.0,,3,6,5,,1,0,0,
1972,WHA,CHC,17,22,0.0,,9,28,2.0,,,,,,2,5,1,,3,8,0,,8,10,0,,4.0,9.0,0.0,,7.0,5.0,0.0,,2,12,1,,0,1,0,
1972,NHL,CHI,26,9,4.0,,16,18,5.0,,,,,,6,4,1,,7,4,1,,9,5,0,,6.0,4.0,3.0,,8.0,4.0,2.0,,6,6,1,,0,0,1,
1972,WHA,CLC,26,11,2.0,,17,21,1.0,,,,,,7,2,1,,7,7,0,,9,5,0,,7.0,5.0,0.0,,6.0,6.0,1.0,,6,7,1,,1,0,0,
1972,NHL,CLF,11,15,13.0,,5,31,3.0,,,,,,2,6,1,,2,9,3,,2,7,4,,3.0,7.0,4.0,,1.0,11.0,2.0,,6,6,2,,,,,
1972,NHL,DET,22,12,5.0,,15,17,7.0,,,,,,6,3,0,,4,6,2,,5,7,4,,9.0,3.0,1.0,,7.0,2.0,4.0,,6,8,0,,0,0,1,
1972,WHA,HOU,22,16,1.0,,17,19,3.0,,,,,,5,5,0,,5,6,1,,6,6,2,,10.0,2.0,1.0,,7.0,7.0,0.0,,5,9,0,,1,0,0,
1972,NHL,LAK,21,11,7.0,,10,25,4.0,,,,,,6,6,0,,4,5,4,,8,5,0,,3.0,8.0,3.0,,3.0,7.0,2.0,,7,5,2,,,,,
1972,WHA,LAS,18,20,1.0,,19,15,5.0,,,,,,5,4,0,,6,10,1,,6,5,3,,6.0,5.0,0.0,,6.0,5.0,1.0,,8,6,1,,,,,
1972,WHA,MFS,24,14,1.0,,14,23,2.0,,,,,,2,5,1,,10,4,0,,8,7,1,,5.0,7.0,1.0,,6.0,6.0,0.0,,7,8,0,,,,,
1972,NHL,MNS,26,8,5.0,,11,22,6.0,,,,,,4,5,1,,9,2,2,,6,7,1,,3.0,5.0,4.0,,7.0,7.0,0.0,,8,4,3,,,,,
1972,NHL,MTL,29,4,6.0,,23,6,10.0,,,,,,7,0,4,,8,3,2,,7,3,3,,10.0,1.0,2.0,,9.0,1.0,3.0,,10,2,2,,1,0,0,
1972,WHA,NEW,30,8,1.0,,16,22,1.0,,,,,,5,4,0,,8,4,1,,11,7,0,,6.0,4.0,0.0,,5.0,6.0,1.0,,10,5,0,,1,0,0,
1972,WHA,NRA,23,15,1.0,,10,28,1.0,,,,,,5,5,0,,8,6,0,,8,8,0,,3.0,8.0,1.0,,5.0,6.0,0.0,,4,10,1,,,,,
1972,NHL,NYI,10,25,4.0,,2,35,2.0,,,,,,1,6,1,,2,10,1,,1,12,2,,2.0,13.0,0.0,,2.0,11.0,1.0,,4,8,0,,0,0,1,
1972,NHL,NYR,26,8,5.0,,21,15,3.0,,,,,,6,3,1,,9,4,1,,8,5,1,,11.0,1.0,1.0,,7.0,3.0,2.0,,6,7,1,,0,0,1,
1972,WHA,OTN,21,15,3.0,,14,24,1.0,,,,,,5,4,0,,5,6,1,,6,8,2,,3.0,11.0,0.0,,6.0,7.0,1.0,,10,2,0,,0,1,0,
1972,WHA,PHB,24,15,0.0,,14,25,0.0,,,,,,1,8,0,,4,8,0,,9,8,0,,8.0,4.0,0.0,,7.0,6.0,0.0,,8,6,0,,1,0,0,
1972,NHL,PHI,27,8,4.0,,10,22,7.0,,,,,,4,4,2,,6,7,1,,6,6,3,,7.0,4.0,1.0,,7.0,4.0,2.0,,7,4,2,,0,1,0,
1972,NHL,PIT,24,11,4.0,,8,26,5.0,,,,,,5,5,0,,7,5,2,,3,6,4,,6.0,9.0,0.0,,6.0,5.0,1.0,,4,7,2,,1,0,0,
1972,WHA,QUN,22,12,5.0,,11,28,0.0,,,,,,5,3,1,,6,6,0,,8,9,0,,3.0,6.0,2.0,,3.0,8.0,2.0,,8,7,0,,0,1,0,
1972,NHL,STL,21,11,7.0,,11,23,5.0,,,,,,2,4,3,,4,6,2,,6,8,1,,7.0,3.0,3.0,,7.0,6.0,1.0,,6,6,2,,0,1,0,
1972,NHL,TOR,20,12,7.0,,7,29,3.0,,,,,,3,6,1,,4,7,2,,5,6,3,,5.0,7.0,1.0,,4.0,6.0,1.0,,6,9,1,,0,0,1,
1972,NHL,VAN,17,18,4.0,,5,29,5.0,,,,,,3,7,1,,5,7,1,,3,7,4,,3.0,9.0,1.0,,2.0,11.0,1.0,,6,6,1,,,,,
1972,WHA,WIJ,26,11,2.0,,17,20,2.0,,,,,,6,3,1,,10,7,1,,6,7,0,,7.0,4.0,1.0,,9.0,2.0,0.0,,5,7,1,,0,1,0,
1973,NHL,ATF,17,15,7.0,,13,19,7.0,,,,,,4,3,1,,7,4,3,,4,7,3,,3.0,9.0,1.0,,4.0,6.0,3.0,,6,4,3,,2,1,0,
1973,NHL,BOS,33,4,2.0,,19,13,7.0,,,,,,7,2,1,,9,2,1,,8,2,1,,9.0,2.0,3.0,,9.0,2.0,1.0,,9,5,2,,1,2,0,
1973,NHL,BUF,23,10,6.0,,9,24,6.0,,,,,,7,3,0,,3,7,1,,7,5,3,,5.0,7.0,1.0,,4.0,4.0,3.0,,5,6,4,,1,2,0,
1973,WHA,CHC,23,13,3.0,,15,22,2.0,,,,,,5,4,1,,6,3,0,,5,9,1,,5.0,4.0,1.0,,6.0,10.0,0.0,,10,4,2,,1,1,0,
1973,NHL,CHI,20,6,13.0,,21,8,10.0,,,,,,2,2,4,,7,3,3,,7,2,4,,6.0,4.0,3.0,,10.0,1.0,2.0,,6,2,7,,3,0,0,
1973,WHA,CLC,27,8,4.0,,10,24,5.0,,,,,,6,1,2,,4,7,1,,7,7,1,,6.0,6.0,1.0,,5.0,6.0,1.0,,9,5,3,,,,,
1973,NHL,CLF,11,18,10.0,,2,37,0.0,,,,,,3,6,0,,3,8,1,,1,10,4,,2.0,11.0,2.0,,2.0,7.0,1.0,,2,10,2,,0,3,0,
1973,NHL,DET,21,12,6.0,,8,27,4.0,,,,,,2,7,1,,7,5,0,,5,7,3,,5.0,4.0,3.0,,3.0,8.0,1.0,,6,6,2,,1,2,0,
1973,WHA,EDO,24,14,1.0,,14,23,2.0,,,,,,6,1,0,,9,5,0,,5,9,0,,5.0,8.0,0.0,,5.0,7.0,0.0,,7,6,3,,1,1,0,
1973,WHA,HOU,28,9,2.0,,20,16,3.0,,,,,,4,3,1,,7,4,1,,8,5,2,,9.0,4.0,0.0,,11.0,2.0,1.0,,7,7,0,,2,0,0,
1973,NHL,LAK,22,13,4.0,,11,20,8.0,,,,,,3,4,2,,2,10,1,,6,4,3,,6.0,6.0,2.0,,5.0,6.0,2.0,,9,2,2,,2,1,0,
1973,WHA,LAS,17,22,0.0,,8,31,0.0,,,,,,3,7,0,,6,9,0,,4,8,0,,7.0,7.0,0.0,,1.0,10.0,0.0,,3,12,0,,1,0,0,
1973,WHA,MFS,26,12,1.0,,18,20,1.0,,,,,,4,4,1,,7,6,0,,8,7,0,,4.0,7.0,0.0,,11.0,2.0,1.0,,9,6,0,,1,0,0,
1973,NHL,MNS,18,15,6.0,,5,23,11.0,,,,,,0,5,6,,5,6,0,,6,5,2,,4.0,6.0,3.0,,3.0,6.0,4.0,,5,7,2,,0,3,0,
1973,NHL,MTL,24,12,3.0,,21,12,6.0,,,,,,6,2,1,,7,4,1,,7,2,4,,9.0,3.0,0.0,,8.0,5.0,2.0,,7,6,1,,1,2,0,
1973,WHA,NEW,26,11,2.0,,17,20,2.0,,,,,,7,3,1,,7,6,0,,8,5,0,,6.0,6.0,1.0,,6.0,6.0,1.0,,9,4,1,,0,1,0,
1973,NHL,NYI,13,17,9.0,,6,24,9.0,,,,,,1,4,4,,3,5,3,,3,8,4,,6.0,5.0,1.0,,2.0,7.0,3.0,,2,11,3,,2,1,0,
1973,WHA,NYJ,22,16,1.0,,10,26,3.0,,,,,,2,7,2,,5,7,0,,8,6,0,,7.0,6.0,0.0,,4.0,8.0,1.0,,6,6,1,,0,2,0,
1973,NHL,NYR,26,7,6.0,,14,17,8.0,,,,,,3,4,2,,7,3,4,,7,4,3,,7.0,4.0,1.0,,8.0,1.0,2.0,,6,7,2,,2,1,0,
1973,NHL,PHI,28,6,5.0,,22,10,7.0,,,,,,6,3,0,,7,3,2,,8,2,2,,9.0,3.0,2.0,,5.0,3.0,4.0,,12,1,2,,3,1,0,
1973,NHL,PIT,15,18,6.0,,13,23,3.0,,,,,,4,4,1,,3,7,2,,2,10,2,,5.0,8.0,0.0,,5.0,6.0,1.0,,7,4,3,,2,2,0,
1973,WHA,QUN,25,10,4.0,,13,26,0.0,,,,,,8,4,0,,4,8,2,,5,6,1,,7.0,5.0,0.0,,9.0,5.0,0.0,,5,8,1,,,,,
1973,NHL,STL,16,16,7.0,,10,24,5.0,,,,,,2,4,2,,7,4,2,,6,4,2,,6.0,7.0,1.0,,2.0,9.0,3.0,,2,10,2,,1,2,0,
1973,NHL,TOR,21,11,7.0,,14,16,9.0,,,,,,5,3,2,,6,4,3,,6,6,2,,6.0,4.0,2.0,,5.0,4.0,3.0,,5,5,4,,2,1,0,
1973,WHA,TOT,25,11,3.0,,16,22,1.0,,,,,,2,7,3,,8,5,0,,9,6,0,,6.0,6.0,1.0,,8.0,5.0,0.0,,7,4,0,,1,0,0,
1973,WHA,VAB,19,20,0.0,,8,30,1.0,,,,,,3,8,0,,6,6,0,,6,8,0,,4.0,10.0,0.0,,4.0,6.0,0.0,,3,11,1,,1,1,0,
1973,NHL,VAN,14,18,7.0,,10,25,4.0,,,,,,4,3,1,,1,9,3,,3,8,2,,4.0,9.0,1.0,,5.0,5.0,3.0,,5,8,1,,2,1,0,
1973,WHA,WIJ,26,11,2.0,,8,28,3.0,,,,,,4,5,1,,5,8,2,,8,5,1,,7.0,4.0,0.0,,5.0,8.0,1.0,,5,7,0,,0,2,0,
1974,NHL,ATF,24,9,7.0,,10,22,8.0,,,,,,5,4,2,,8,3,3,,3,8,1,,5.0,5.0,4.0,,4.0,4.0,3.0,,8,5,1,,1,2,1,
1974,NHL,BOS,29,5,6.0,,11,21,8.0,,,,,,3,2,4,,9,4,1,,8,4,1,,6.0,3.0,4.0,,7.0,6.0,1.0,,7,5,2,,0,2,1,
1974,NHL,BUF,28,6,6.0,,21,10,9.0,,,,,,5,3,1,,12,1,3,,7,4,1,,8.0,2.0,2.0,,7.0,1.0,5.0,,7,5,3,,3,0,0,
1974,WHA,CHC,18,20,1.0,,12,27,0.0,,,,,,1,5,0,,6,8,0,,6,7,0,,5.0,8.0,1.0,,7.0,7.0,0.0,,3,11,0,,2,1,0,
1974,NHL,CHI,24,12,4.0,,13,23,4.0,,,,,,6,3,1,,3,6,2,,8,6,1,,7.0,6.0,0.0,,6.0,6.0,3.0,,5,7,1,,2,1,0,
1974,WHA,CLC,23,15,1.0,,12,25,2.0,,,,,,2,2,1,,7,4,0,,4,11,0,,8.0,8.0,1.0,,5.0,8.0,0.0,,8,5,1,,1,2,0,
1974,NHL,CLF,15,15,10.0,,4,33,3.0,,,,,,2,7,3,,1,9,2,,6,7,1,,3.0,9.0,3.0,,4.0,5.0,2.0,,3,8,1,,0,3,1,
1974,NHL,DET,17,17,6.0,,6,28,6.0,,,,,,5,4,0,,2,9,2,,3,7,3,,3.0,6.0,4.0,,4.0,9.0,1.0,,5,8,2,,1,2,0,
1974,WHA,EDO,25,12,2.0,,11,26,2.0,,,,,,0,2,0,,8,4,0,,9,4,0,,6.0,7.0,2.0,,6.0,7.0,1.0,,5,12,1,,2,2,0,
1974,WHA,HOU,28,11,0.0,,25,14,0.0,,,,,,4,4,0,,10,4,0,,10,3,0,,5.0,5.0,0.0,,12.0,4.0,0.0,,9,4,0,,3,1,0,
1974,WHA,IND,13,26,0.0,,5,31,3.0,,,,,,1,6,0,,3,12,0,,2,10,1,,4.0,7.0,2.0,,4.0,7.0,0.0,,4,12,0,,0,3,0,
