year,lgID,tmID,hW,hL,hT,hOTL,rW,rL,rT,rOTL,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1979,NHL,NYI,26,9,5.0,,13,19,8.0,,,,,,4,3,2,,2,8,2,,7,4,2,,10.0,4.0,1.0,,6.0,6.0,1.0,,8,3,4,,2,0,1,
1979,NHL,NYR,22,10,8.0,,16,22,2.0,,,,,,4,4,1,,5,9,1,,8,2,3,,6.0,5.0,4.0,,6.0,5.0,0.0,,8,5,1,,1,2,0,
1979,NHL,PHI,27,5,8.0,,21,7,12.0,,,,,,6,1,1,,11,0,2,,7,0,7,,10.0,2.0,2.0,,7.0,2.0,2.0,,6,6,5,,1,1,1,
1979,NHL,PIT,20,13,7.0,,10,24,6.0,,,,,,4,4,1,,5,4,3,,5,3,7,,5.0,10.0,0.0,,4.0,7.0,0.0,,6,7,2,,1,2,0,
1979,NHL,QUE,17,16,7.0,,8,28,4.0,,,,,,3,5,1,,4,7,3,,8,5,1,,4.0,6.0,2.0,,3.0,9.0,1.0,,3,10,1,,0,2,2,
1979,NHL,STL,20,13,7.0,,14,21,5.0,,,,,,3,4,3,,5,9,1,,5,5,2,,8.0,3.0,3.0,,6.0,4.0,1.0,,4,9,2,,3,0,0,
1979,NHL,TOR,17,19,4.0,,18,21,1.0,,,,,,4,5,1,,7,5,1,,5,6,2,,5.0,8.0,0.0,,6.0,7.0,0.0,,6,7,1,,2,2,0,
1979,NHL,VAN,14,17,9.0,,13,20,7.0,,,,,,4,3,3,,6,5,3,,4,8,1,,1.0,11.0,1.0,,4.0,5.0,3.0,,5,5,5,,3,0,0,
1979,NHL,WAS,20,14,6.0,,7,26,7.0,,,,,,3,6,1,,1,10,3,,5,7,1,,4.0,5.0,3.0,,6.0,5.0,2.0,,7,6,2,,1,1,1,
1979,NHL,WIN,13,19,8.0,,7,30,3.0,,,,,,4,5,1,,3,8,2,,5,9,1,,2.0,10.0,2.0,,1.0,8.0,4.0,,3,8,1,,2,1,0,
1980,NHL,BOS,26,10,4.0,,11,20,9.0,,,,,,2,7,1,,5,3,5,,6,6,1,,9.0,4.0,1.0,,6.0,4.0,2.0,,8,4,3,,1,2,0,
1980,NHL,BUF,21,7,12.0,,18,13,9.0,,,,,,5,2,2,,8,4,3,,5,3,4,,6.0,1.0,7.0,,6.0,3.0,3.0,,8,6,1,,1,1,1,
1980,NHL,CAL,25,5,10.0,,14,22,4.0,,,,,,5,4,2,,5,5,3,,6,3,3,,6.0,7.0,3.0,,9.0,2.0,1.0,,6,6,2,,2,0,0,
1980,NHL,CHI,21,11,8.0,,10,22,8.0,,,,,,6,4,2,,3,8,3,,3,9,1,,9.0,3.0,1.0,,5.0,3.0,4.0,,4,5,4,,1,1,1,
1980,NHL,COR,15,16,9.0,,7,29,4.0,,,,,,4,4,2,,5,6,2,,4,9,2,,3.0,8.0,2.0,,2.0,8.0,2.0,,4,9,1,,0,1,2,
1980,NHL,DET,16,15,9.0,,3,28,9.0,,,,,,2,7,1,,1,8,3,,7,4,3,,3.0,7.0,4.0,,5.0,6.0,1.0,,1,9,5,,0,2,1,
1980,NHL,EDM,17,13,10.0,,12,22,6.0,,,,,,2,4,3,,4,8,2,,2,9,1,,8.0,4.0,2.0,,5.0,7.0,2.0,,6,3,5,,2,0,1,
1980,NHL,HAR,14,17,9.0,,7,24,9.0,,,,,,5,4,2,,3,8,2,,5,3,4,,2.0,10.0,3.0,,2.0,5.0,5.0,,3,9,2,,1,2,0,
1980,NHL,LAK,22,11,7.0,,21,13,6.0,,,,,,7,1,1,,9,5,0,,8,4,3,,7.0,5.0,3.0,,3.0,6.0,2.0,,9,2,3,,0,1,1,
1980,NHL,MNS,23,10,7.0,,12,18,10.0,,,,,,5,1,2,,7,4,2,,6,4,4,,7.0,5.0,4.0,,4.0,8.0,2.0,,5,5,3,,1,1,0,
1980,NHL,MTL,31,7,2.0,,14,15,11.0,,,,,,3,6,1,,9,4,1,,8,3,2,,7.0,5.0,2.0,,9.0,0.0,3.0,,7,4,4,,2,0,0,
1980,NHL,NYI,23,6,11.0,,25,12,3.0,,,,,,4,4,3,,12,1,2,,8,2,3,,9.0,5.0,0.0,,5.0,5.0,2.0,,7,1,4,,3,0,0,
1980,NHL,NYR,17,13,10.0,,13,23,4.0,,,,,,3,7,1,,3,7,3,,7,6,1,,6.0,4.0,3.0,,5.0,7.0,1.0,,4,4,5,,2,1,0,
1980,NHL,PHI,23,9,8.0,,18,15,7.0,,,,,,7,3,1,,10,2,3,,7,4,1,,6.0,5.0,3.0,,6.0,5.0,2.0,,5,4,4,,0,1,1,
1980,NHL,PIT,21,16,3.0,,9,21,10.0,,,,,,4,5,1,,2,8,3,,5,6,3,,6.0,6.0,1.0,,7.0,5.0,1.0,,5,6,3,,1,1,1,
1980,NHL,QUE,18,11,11.0,,12,21,7.0,,,,,,1,6,3,,4,6,3,,5,6,2,,2.0,8.0,5.0,,10.0,2.0,0.0,,8,2,4,,0,2,1,
1980,NHL,STL,29,7,4.0,,16,11,13.0,,,,,,6,2,3,,9,4,1,,9,3,1,,6.0,3.0,3.0,,8.0,1.0,5.0,,6,4,3,,1,1,1,
1980,NHL,TOR,14,21,5.0,,14,16,10.0,,,,,,6,3,1,,3,7,2,,4,8,2,,4.0,8.0,4.0,,6.0,4.0,1.0,,4,7,3,,1,0,2,
1980,NHL,VAN,17,12,11.0,,11,20,9.0,,,,,,6,3,1,,7,4,4,,4,4,5,,3.0,5.0,5.0,,2.0,9.0,2.0,,6,5,2,,0,2,1,
1980,NHL,WAS,16,17,7.0,,10,19,11.0,,,,,,3,4,3,,5,2,6,,5,7,2,,5.0,8.0,1.0,,1.0,7.0,4.0,,5,7,2,,2,1,0,
1980,NHL,WIN,7,25,8.0,,2,32,6.0,,,,,,1,6,2,,0,10,5,,1,12,0,,4.0,7.0,3.0,,1.0,10.0,1.0,,2,11,1,,0,1,2,
1981,NHL,BOS,24,12,4.0,,19,15,6.0,,,,,,6,2,3,,7,5,1,,9,3,0,,7.0,6.0,3.0,,5.0,5.0,1.0,,7,5,2,,2,1,0,
1981,NHL,BUF,23,8,9.0,,16,18,6.0,,,,,,5,3,3,,7,2,4,,8,5,1,,9.0,4.0,1.0,,4.0,5.0,3.0,,5,6,3,,1,1,0,
1981,NHL,CAL,20,11,9.0,,9,23,8.0,,,,,,2,7,2,,5,5,4,,5,6,2,,7.0,4.0,4.0,,4.0,5.0,3.0,,5,6,2,,1,1,0,
1981,NHL,CHI,20,13,7.0,,10,25,5.0,,,,,,3,3,5,,6,4,3,,5,7,1,,3.0,11.0,1.0,,6.0,7.0,0.0,,5,6,2,,2,0,0,
1981,NHL,COR,14,21,5.0,,4,28,8.0,,,,,,2,7,2,,1,10,3,,6,6,1,,2.0,11.0,2.0,,3.0,6.0,3.0,,3,8,2,,1,1,0,
1981,NHL,DET,15,19,6.0,,6,28,6.0,,,,,,4,5,2,,3,8,3,,3,9,1,,4.0,6.0,4.0,,4.0,7.0,2.0,,3,11,0,,0,1,0,
1981,NHL,EDM,31,5,4.0,,17,12,11.0,,,,,,9,4,0,,8,2,3,,8,3,3,,8.0,3.0,4.0,,9.0,1.0,1.0,,5,4,4,,1,0,0,
1981,NHL,HAR,13,17,10.0,,8,24,8.0,,,,,,1,4,5,,3,7,3,,6,7,1,,4.0,6.0,3.0,,3.0,8.0,2.0,,4,8,3,,0,1,1,
1981,NHL,LAK,19,15,6.0,,5,26,9.0,,,,,,6,6,0,,4,8,0,,3,7,3,,1.0,6.0,8.0,,3.0,5.0,2.0,,7,7,2,,0,2,0,
1981,NHL,MNS,21,7,12.0,,16,16,8.0,,,,,,7,2,2,,5,2,6,,2,7,4,,7.0,5.0,3.0,,6.0,3.0,4.0,,9,3,1,,1,1,0,
1981,NHL,MTL,25,6,9.0,,21,11,8.0,,,,,,6,1,4,,6,4,2,,8,3,3,,7.0,3.0,3.0,,9.0,1.0,4.0,,10,3,1,,0,2,0,
1981,NHL,NYI,33,3,4.0,,21,13,6.0,,,,,,8,1,2,,6,5,2,,7,5,1,,9.0,2.0,1.0,,12.0,1.0,1.0,,11,1,2,,1,1,1,
1981,NHL,NYR,19,15,6.0,,20,12,8.0,,,,,,3,8,0,,5,5,3,,7,4,2,,9.0,3.0,2.0,,6.0,3.0,3.0,,9,3,3,,0,1,1,
1981,NHL,PHI,25,10,5.0,,13,21,6.0,,,,,,8,2,1,,4,8,0,,10,3,0,,6.0,6.0,3.0,,4.0,6.0,2.0,,5,5,4,,1,1,1,
1981,NHL,PIT,21,11,8.0,,10,25,5.0,,,,,,5,7,2,,7,1,2,,4,7,2,,5.0,8.0,2.0,,3.0,8.0,2.0,,5,5,3,,2,0,0,
1981,NHL,QUE,24,13,3.0,,9,18,13.0,,,,,,7,6,0,,7,4,4,,5,5,1,,6.0,5.0,3.0,,4.0,3.0,5.0,,2,7,3,,2,1,0,
1981,NHL,STL,22,14,4.0,,10,26,4.0,,,,,,4,6,2,,4,7,2,,10,4,0,,6.0,6.0,0.0,,3.0,9.0,1.0,,4,7,3,,1,1,0,
1981,NHL,TOR,12,20,8.0,,8,24,8.0,,,,,,3,6,2,,3,6,4,,5,5,3,,5.0,7.0,4.0,,1.0,8.0,3.0,,3,10,0,,0,2,0,
1981,NHL,VAN,20,8,12.0,,10,25,5.0,,,,,,4,5,3,,7,5,1,,3,7,4,,3.0,7.0,3.0,,7.0,3.0,3.0,,4,6,3,,2,0,0,
1981,NHL,WAS,16,16,8.0,,10,25,5.0,,,,,,1,11,0,,5,4,2,,4,9,1,,4.0,5.0,5.0,,6.0,6.0,1.0,,4,6,4,,2,0,0,
1981,NHL,WIN,18,13,9.0,,15,20,5.0,,,,,,5,3,2,,5,6,2,,3,9,4,,6.0,4.0,3.0,,3.0,5.0,2.0,,11,4,1,,0,2,0,
1982,NHL,BOS,28,6,6.0,,22,14,4.0,,,,,,5,4,3,,8,3,2,,10,2,1,,10.0,1.0,2.0,,8.0,4.0,0.0,,9,5,1,,0,1,1,
1982,NHL,BUF,25,7,8.0,,13,22,5.0,,,,,,4,5,3,,8,3,1,,5,5,3,,8.0,4.0,2.0,,5.0,5.0,3.0,,8,6,1,,0,1,0,
1982,NHL,CAL,21,12,7.0,,11,22,7.0,,,,,,4,7,2,,5,6,3,,5,7,2,,7.0,5.0,0.0,,5.0,5.0,2.0,,6,4,4,,0,0,1,
1982,NHL,CHI,29,8,3.0,,18,15,7.0,,,,,,6,2,4,,10,1,1,,9,4,1,,6.0,7.0,1.0,,7.0,3.0,2.0,,8,5,1,,1,1,0,
1982,NHL,DET,14,19,7.0,,7,25,8.0,,,,,,3,8,1,,0,8,5,,6,3,5,,3.0,8.0,1.0,,5.0,6.0,2.0,,3,10,1,,1,1,0,
1982,NHL,EDM,25,9,6.0,,22,12,6.0,,,,,,4,6,3,,7,3,3,,8,3,2,,10.0,3.0,2.0,,6.0,4.0,1.0,,11,2,0,,1,0,1,
1982,NHL,HAR,13,22,5.0,,6,32,2.0,,,,,,2,6,2,,3,8,1,,5,8,2,,3.0,10.0,1.0,,3.0,10.0,0.0,,3,10,1,,0,2,0,
1982,NHL,LAK,20,13,7.0,,7,28,5.0,,,,,,5,4,3,,6,5,0,,3,9,2,,2.0,9.0,2.0,,7.0,3.0,3.0,,3,11,1,,1,0,1,
1982,NHL,MNS,23,6,11.0,,17,18,5.0,,,,,,9,2,1,,5,6,3,,6,3,4,,6.0,3.0,4.0,,7.0,3.0,2.0,,7,6,2,,0,1,0,
1982,NHL,MTL,25,6,9.0,,17,18,5.0,,,,,,7,2,3,,9,2,2,,4,6,3,,7.0,4.0,2.0,,7.0,5.0,1.0,,7,5,2,,1,0,1,
1982,NHL,NJD,11,20,9.0,,6,29,5.0,,,,,,3,6,3,,1,10,4,,3,9,0,,4.0,6.0,4.0,,1.0,8.0,2.0,,4,10,0,,1,0,1,
1982,NHL,NYI,26,11,3.0,,16,15,9.0,,,,,,11,2,0,,4,7,5,,4,6,2,,9.0,2.0,1.0,,4.0,5.0,3.0,,9,3,1,,1,1,0,
1982,NHL,NYR,24,13,3.0,,11,22,7.0,,,,,,6,7,0,,6,4,1,,6,5,2,,5.0,7.0,3.0,,5.0,4.0,2.0,,7,7,1,,0,1,1,
1982,NHL,PHI,29,8,3.0,,20,15,5.0,,,,,,8,5,0,,5,4,3,,8,3,2,,12.0,1.0,2.0,,8.0,2.0,0.0,,6,8,1,,2,0,0,
1982,NHL,PIT,14,22,4.0,,4,31,5.0,,,,,,3,9,1,,5,3,3,,3,9,2,,1.0,12.0,1.0,,3.0,11.0,0.0,,3,7,2,,0,2,0,
1982,NHL,QUE,23,10,7.0,,11,24,5.0,,,,,,6,4,1,,6,6,1,,5,4,4,,7.0,7.0,0.0,,4.0,5.0,4.0,,4,8,2,,2,0,0,
1982,NHL,STL,16,16,8.0,,9,24,7.0,,,,,,5,7,0,,4,7,3,,5,8,1,,2.0,5.0,6.0,,3.0,6.0,3.0,,5,6,2,,1,1,0,
1982,NHL,TOR,20,15,5.0,,8,25,7.0,,,,,,2,5,4,,2,7,1,,2,9,2,,6.0,7.0,3.0,,8.0,4.0,0.0,,7,7,2,,1,1,0,
1982,NHL,VAN,20,12,8.0,,10,23,7.0,,,,,,4,6,2,,5,5,4,,4,6,2,,4.0,7.0,2.0,,4.0,7.0,1.0,,9,4,3,,0,0,1,
1982,NHL,WAS,22,12,6.0,,17,13,10.0,,,,,,3,6,1,,5,3,5,,9,1,4,,7.0,6.0,2.0,,6.0,4.0,2.0,,8,4,2,,1,1,0,
1982,NHL,WIN,22,16,2.0,,11,23,6.0,,,,,,6,3,1,,4,7,1,,6,6,2,,4.0,9.0,3.0,,5.0,7.0,1.0,,7,6,0,,1,1,0,
1983,NHL,BOS,25,12,3.0,,24,13,3.0,,,,,,7,3,1,,7,3,1,,10,5,1,,9.0,4.0,0.0,,6.0,6.0,1.0,,9,4,2,,1,0,0,
1983,NHL,BUF,25,9,6.0,,23,16,1.0,,,,,,6,4,2,,8,4,1,,8,5,1,,11.0,0.0,2.0,,7.0,7.0,0.0,,7,5,1,,1,0,0,
1983,NHL,CAL,22,11,7.0,,12,21,7.0,,,,,,5,6,1,,5,4,3,,4,7,2,,5.0,2.0,5.0,,9.0,4.0,2.0,,6,8,1,,0,1,0,
1983,NHL,CHI,25,13,2.0,,5,29,6.0,,,,,,8,4,0,,3,9,2,,4,8,1,,5.0,6.0,3.0,,5.0,6.0,2.0,,4,9,0,,1,0,0,
1983,NHL,DET,18,20,2.0,,13,22,5.0,,,,,,4,3,2,,6,8,0,,4,9,2,,3.0,9.0,1.0,,8.0,4.0,2.0,,6,8,0,,0,1,0,
1983,NHL,EDM,31,5,4.0,,26,13,1.0,,,,,,9,2,1,,10,2,2,,9,3,1,,10.0,2.0,1.0,,9.0,6.0,0.0,,10,3,0,,,,,
1983,NHL,HAR,19,16,5.0,,9,26,5.0,,,,,,4,5,1,,5,6,1,,4,9,1,,2.0,8.0,4.0,,7.0,5.0,1.0,,6,8,2,,0,1,0,
1983,NHL,LAK,13,19,8.0,,10,25,5.0,,,,,,2,5,4,,5,8,1,,6,7,1,,2.0,7.0,4.0,,4.0,7.0,2.0,,4,10,1,,,,,
1983,NHL,MNS,22,14,4.0,,17,17,6.0,,,,,,3,7,1,,9,2,2,,6,6,1,,9.0,5.0,0.0,,4.0,9.0,2.0,,8,2,4,,,,,
1983,NHL,MTL,19,19,2.0,,16,21,3.0,,,,,,4,7,0,,7,5,1,,7,6,1,,7.0,6.0,1.0,,4.0,6.0,2.0,,6,10,0,,,,,
1983,NHL,NJD,10,28,2.0,,7,28,5.0,,,,,,1,10,0,,2,10,0,,4,9,2,,3.0,7.0,3.0,,3.0,9.0,1.0,,4,10,1,,0,1,0,
1983,NHL,NYI,28,11,1.0,,22,15,3.0,,,,,,6,6,0,,10,2,1,,10,3,1,,5.0,8.0,0.0,,9.0,4.0,0.0,,9,3,2,,1,0,0,
1983,NHL,NYR,27,12,1.0,,15,17,8.0,,,,,,9,4,0,,5,5,4,,8,4,0,,8.0,4.0,1.0,,5.0,5.0,4.0,,6,7,0,,1,0,0,
1983,NHL,PHI,25,10,5.0,,19,16,5.0,,,,,,9,3,1,,5,5,2,,6,3,3,,7.0,4.0,2.0,,7.0,5.0,2.0,,10,5,0,,0,1,0,
1983,NHL,PIT,7,29,4.0,,9,29,2.0,,,,,,3,9,0,,3,7,3,,3,8,2,,1.0,11.0,0.0,,3.0,10.0,1.0,,3,12,0,,0,1,0,
1983,NHL,QUE,24,11,5.0,,18,17,5.0,,,,,,7,5,1,,6,6,2,,7,5,0,,8.0,2.0,3.0,,7.0,5.0,1.0,,7,5,3,,,,,
1983,NHL,STL,23,14,3.0,,9,27,4.0,,,,,,6,5,0,,3,7,3,,7,7,1,,5.0,8.0,1.0,,4.0,8.0,2.0,,7,6,0,,,,,
1983,NHL,TOR,17,16,7.0,,9,29,2.0,,,,,,6,4,2,,5,8,0,,4,6,3,,1.0,11.0,1.0,,6.0,6.0,2.0,,4,9,1,,0,1,0,
1983,NHL,VAN,20,16,4.0,,12,23,5.0,,,,,,5,6,1,,6,6,1,,4,8,2,,4.0,8.0,2.0,,7.0,7.0,1.0,,6,4,2,,,,,
1983,NHL,WAS,26,11,3.0,,22,16,2.0,,,,,,5,7,0,,6,6,1,,7,6,1,,9.0,2.0,2.0,,9.0,4.0,0.0,,11,2,1,,1,0,0,
1983,NHL,WIN,17,15,8.0,,14,23,3.0,,,,,,3,7,2,,4,7,1,,7,5,1,,5.0,5.0,4.0,,5.0,5.0,2.0,,6,9,1,,1,0,0,
1984,NHL,BOS,21,15,4.0,,15,19,6.0,,,,,,5,4,0,,6,6,1,,5,5,5,,8.0,6.0,1.0,,3.0,5.0,1.0,,7,7,1,,2,1,1,
1984,NHL,BUF,23,10,7.0,,15,18,7.0,,,,,,5,4,1,,4,6,3,,7,2,5,,8.0,3.0,3.0,,6.0,5.0,0.0,,6,6,2,,2,2,0,
1984,NHL,CAL,23,11,6.0,,18,16,6.0,,,,,,7,4,0,,7,4,1,,5,7,2,,7.0,4.0,4.0,,5.0,6.0,0.0,,9,2,3,,1,0,2,
1984,NHL,CHI,22,16,2.0,,16,19,5.0,,,,,,5,4,1,,6,7,1,,6,6,1,,5.0,9.0,0.0,,8.0,4.0,1.0,,6,5,2,,2,0,1,
1984,NHL,DET,19,14,7.0,,8,27,5.0,,,,,,3,6,0,,3,7,3,,7,6,2,,2.0,11.0,2.0,,4.0,3.0,4.0,,7,7,0,,1,1,1,
1984,NHL,EDM,26,7,7.0,,23,13,4.0,,,,,,8,0,2,,10,3,1,,7,4,1,,11.0,2.0,2.0,,7.0,4.0,1.0,,5,6,3,,1,1,1,
1984,NHL,HAR,17,18,5.0,,13,23,4.0,,,,,,6,4,1,,2,7,2,,5,6,1,,4.0,8.0,1.0,,3.0,9.0,2.0,,8,5,2,,2,2,0,
1984,NHL,LAK,20,14,6.0,,14,18,8.0,,,,,,2,6,3,,9,3,0,,4,5,5,,7.0,6.0,1.0,,6.0,4.0,2.0,,5,7,2,,1,1,1,
1984,NHL,MNS,14,19,7.0,,11,24,5.0,,,,,,2,6,1,,6,4,4,,4,9,1,,3.0,6.0,4.0,,3.0,9.0,1.0,,6,8,1,,1,1,0,
1984,NHL,MTL,24,10,6.0,,17,17,6.0,,,,,,6,2,1,,7,3,3,,8,4,3,,4.0,7.0,3.0,,7.0,5.0,0.0,,7,6,1,,2,0,1,
1984,NHL,NJD,13,21,6.0,,9,27,4.0,,,,,,3,6,0,,4,6,2,,5,8,2,,3.0,9.0,1.0,,3.0,6.0,3.0,,4,10,1,,0,3,1,
1984,NHL,NYI,26,11,3.0,,14,23,3.0,,,,,,6,3,0,,8,5,1,,6,7,0,,6.0,6.0,2.0,,6.0,5.0,1.0,,7,7,1,,1,1,1,
1984,NHL,NYR,16,18,6.0,,10,26,4.0,,,,,,4,4,1,,4,7,1,,4,8,3,,5.0,6.0,3.0,,3.0,8.0,1.0,,5,9,1,,1,2,0,
1984,NHL,PHI,32,4,4.0,,21,16,3.0,,,,,,6,2,2,,8,2,2,,7,6,1,,8.0,4.0,1.0,,8.0,3.0,1.0,,13,3,0,,3,0,0,
1984,NHL,PIT,17,20,3.0,,7,31,2.0,,,,,,5,4,0,,1,8,3,,8,5,1,,4.0,8.0,1.0,,2.0,10.0,0.0,,4,12,0,,0,4,0,
1984,NHL,QUE,24,12,4.0,,17,18,5.0,,,,,,4,6,1,,7,5,0,,5,5,5,,8.0,4.0,1.0,,7.0,4.0,1.0,,8,4,1,,2,2,0,
1984,NHL,STL,21,12,7.0,,16,19,5.0,,,,,,4,5,0,,7,4,1,,4,6,4,,6.0,4.0,4.0,,9.0,2.0,1.0,,4,9,2,,3,1,0,
1984,NHL,TOR,10,28,2.0,,10,24,6.0,,,,,,3,6,1,,1,9,3,,2,11,1,,5.0,6.0,1.0,,5.0,8.0,1.0,,4,9,1,,0,3,0,
1984,NHL,VAN,15,21,4.0,,10,25,5.0,,,,,,1,10,0,,3,9,2,,4,6,3,,5.0,7.0,2.0,,5.0,5.0,1.0,,7,7,0,,0,2,1,
1984,NHL,WAS,27,11,2.0,,19,14,7.0,,,,,,4,3,2,,5,5,3,,12,2,2,,10.0,3.0,0.0,,7.0,3.0,2.0,,6,8,0,,2,1,0,
1984,NHL,WIN,21,13,6.0,,22,14,4.0,,,,,,3,3,1,,8,6,1,,8,5,2,,7.0,7.0,1.0,,6.0,5.0,2.0,,10,1,2,,1,0,1,
1985,NHL,BOS,24,9,7.0,,13,22,5.0,,,,,,7,2,1,,4,6,3,,6,5,3,,8.0,5.0,0.0,,5.0,8.0,0.0,,6,4,4,,1,1,1,
1985,NHL,BUF,23,16,1.0,,14,21,5.0,,,,,,5,4,1,,7,7,0,,6,5,2,,5.0,7.0,2.0,,6.0,5.0,1.0,,7,7,0,,1,2,0,
1985,NHL,CAL,23,11,6.0,,17,20,3.0,,,,,,5,5,0,,8,2,3,,4,8,0,,6.0,7.0,2.0,,7.0,3.0,2.0,,7,6,2,,3,0,0,
1985,NHL,CHI,23,12,5.0,,16,21,3.0,,,,,,4,5,1,,5,5,3,,6,6,0,,9.0,3.0,3.0,,8.0,4.0,1.0,,5,8,0,,2,2,0,
1985,NHL,DET,10,26,4.0,,7,31,2.0,,,,,,1,8,2,,5,5,2,,2,11,0,,3.0,11.0,1.0,,1.0,10.0,0.0,,4,9,1,,1,3,0,
1985,NHL,EDM,32,6,2.0,,24,11,5.0,,,,,,8,1,0,,8,3,3,,10,3,1,,10.0,4.0,1.0,,7.0,3.0,1.0,,11,2,1,,2,1,0,
1985,NHL,HAR,21,17,2.0,,19,19,2.0,,,,,,6,4,0,,5,7,0,,8,5,1,,7.0,6.0,0.0,,2.0,10.0,1.0,,9,3,2,,3,1,0,
1985,NHL,LAK,9,27,4.0,,14,22,4.0,,,,,,2,9,0,,3,6,3,,5,6,1,,6.0,6.0,2.0,,4.0,9.0,0.0,,3,12,1,,0,1,1,
1985,NHL,MNS,21,15,4.0,,17,18,5.0,,,,,,3,5,2,,3,7,4,,7,4,1,,6.0,8.0,1.0,,8.0,3.0,1.0,,9,5,0,,2,1,0,
1985,NHL,MTL,25,11,4.0,,15,22,3.0,,,,,,4,6,0,,7,3,3,,8,3,1,,10.0,5.0,1.0,,5.0,6.0,1.0,,4,9,1,,2,1,0,
1985,NHL,NJD,17,21,2.0,,11,28,1.0,,,,,,4,5,1,,5,6,0,,4,10,0,,2.0,11.0,1.0,,4.0,6.0,1.0,,7,10,0,,2,1,0,
1985,NHL,NYI,22,11,7.0,,17,18,5.0,,,,,,4,3,1,,6,5,4,,5,5,4,,8.0,4.0,1.0,,7.0,5.0,0.0,,7,5,2,,2,2,0,
1985,NHL,NYR,20,18,2.0,,16,20,4.0,,,,,,5,4,0,,6,8,1,,6,7,1,,5.0,6.0,2.0,,8.0,2.0,0.0,,6,9,1,,0,2,1,
1985,NHL,PHI,33,6,1.0,,20,17,3.0,,,,,,7,2,0,,12,2,0,,9,6,0,,7.0,5.0,1.0,,6.0,3.0,3.0,,8,5,0,,4,0,0,
1985,NHL,PIT,20,15,5.0,,14,23,3.0,,,,,,3,5,2,,5,7,1,,8,6,1,,7.0,4.0,2.0,,7.0,4.0,1.0,,3,9,1,,1,3,0,
1985,NHL,QUE,23,13,4.0,,20,18,2.0,,,,,,8,2,1,,4,8,0,,7,5,1,,9.0,4.0,1.0,,6.0,7.0,1.0,,8,4,1,,1,1,1,
1985,NHL,STL,23,11,6.0,,14,23,3.0,,,,,,3,4,1,,7,5,2,,6,5,1,,5.0,6.0,3.0,,7.0,5.0,1.0,,8,8,0,,1,1,1,
1985,NHL,TOR,16,21,3.0,,9,27,4.0,,,,,,1,8,0,,4,7,3,,4,5,2,,4.0,11.0,0.0,,6.0,6.0,1.0,,6,8,0,,0,3,1,
1985,NHL,VAN,17,18,5.0,,6,26,8.0,,,,,,5,4,2,,4,9,1,,4,8,1,,3.0,6.0,3.0,,2.0,7.0,2.0,,4,7,4,,1,3,0,
1985,NHL,WAS,30,8,2.0,,20,15,5.0,,,,,,4,4,2,,10,3,1,,7,3,1,,8.0,6.0,0.0,,8.0,3.0,1.0,,11,3,1,,2,1,1,
1985,NHL,WIN,18,19,3.0,,8,28,4.0,,,,,,5,4,1,,3,10,1,,4,10,2,,4.0,7.0,1.0,,3.0,8.0,1.0,,7,7,0,,0,1,1,
1986,NHL,BOS,25,11,4.0,,14,23,3.0,,,,,,5,4,1,,5,7,3,,6,5,0,,10.0,4.0,1.0,,5.0,7.0,0.0,,8,5,2,,0,2,0,
1986,NHL,BUF,18,18,4.0,,10,26,4.0,,,,,,1,7,2,,4,8,1,,4,8,2,,6.0,7.0,1.0,,8.0,3.0,0.0,,4,10,1,,1,1,1,
1986,NHL,CAL,25,13,2.0,,21,18,1.0,,,,,,3,7,0,,10,4,0,,9,4,1,,6.0,7.0,1.0,,9.0,3.0,0.0,,9,5,0,,0,1,1,
1986,NHL,CHI,18,13,9.0,,11,24,5.0,,,,,,2,7,2,,4,7,3,,8,5,1,,4.0,7.0,2.0,,6.0,3.0,2.0,,4,7,3,,1,1,1,
1986,NHL,DET,20,14,6.0,,14,22,4.0,,,,,,5,4,1,,4,8,1,,5,3,5,,7.0,7.0,1.0,,7.0,4.0,1.0,,6,7,1,,0,3,0,
1986,NHL,EDM,29,6,5.0,,21,18,1.0,,,,,,8,4,0,,6,6,1,,10,2,1,,10.0,2.0,2.0,,4.0,6.0,1.0,,11,4,0,,1,0,1,
1986,NHL,HAR,26,9,5.0,,17,21,2.0,,,,,,4,3,1,,7,3,2,,8,5,3,,7.0,9.0,0.0,,7.0,4.0,0.0,,9,4,1,,1,2,0,
1986,NHL,LAK,20,17,3.0,,11,24,5.0,,,,,,3,8,0,,6,6,2,,8,4,1,,5.0,5.0,3.0,,3.0,7.0,1.0,,6,8,1,,0,3,0,
1986,NHL,MNS,17,20,3.0,,13,20,7.0,,,,,,4,5,1,,5,6,1,,7,6,1,,6.0,4.0,4.0,,5.0,7.0,0.0,,3,11,2,,0,1,1,
1986,NHL,MTL,27,9,4.0,,14,20,6.0,,,,,,5,3,3,,7,6,0,,7,6,3,,7.0,7.0,1.0,,4.0,4.0,2.0,,8,3,1,,3,0,0,
1986,NHL,NJD,20,17,3.0,,9,28,3.0,,,,,,6,4,0,,5,6,2,,5,8,1,,5.0,9.0,2.0,,3.0,5.0,0.0,,5,10,1,,0,3,0,
