playerID,award,year,lgID,note,pos
giacoed01,First Team All-Star,1966,NHL,,G
giacoed01,First Team All-Star,1970,NHL,,G
giacoed01,Second Team All-Star,1967,NHL,,G
giacoed01,Second Team All-Star,1968,NHL,,G
giacoed01,Second Team All-Star,1969,NHL,,G
giacoed01,Vezina,1970,NHL,shared,
gigueje01,Conn Smythe,2002,NHL,,
gilbero01,First Team All-Star,1971,NHL,,RW
gilbero01,Masterton,1975,NHL,,
gilbero01,Second Team All-Star,1967,NHL,,RW
gilbeto01,All-Rookie,2007,NHL,,D
gillicl01,First Team All-Star,1977,NHL,,LW
gillicl01,First Team All-Star,1978,NHL,,LW
gilmodo01,Selke,1992,NHL,,
goldhbo01,Second Team All-Star,1954,NHL,,D
gomezsc01,All-Rookie,1999,NHL,,F
gomezsc01,Calder,1999,NHL,,
gonchse01,Second Team All-Star,2001,NHL,,D
gonchse01,Second Team All-Star,2002,NHL,,D
goodfeb01,First Team All-Star,1936,NHL,,D
goodfeb01,First Team All-Star,1939,NHL,,D
goodfeb01,Hart,1939,NHL,,
goodfeb01,Second Team All-Star,1935,NHL,,D
gorinbu01,Conn Smythe,1980,NHL,,
gorinbu01,Lady Byng,1977,NHL,,
gorinbu01,Masterton,1977,NHL,,
gottsjo01,Second Team All-Star,1938,NHL,,LW
goulemi01,First Team All-Star,1983,NHL,,LW
goulemi01,First Team All-Star,1985,NHL,,LW
goulemi01,First Team All-Star,1986,NHL,,LW
goulemi01,Second Team All-Star,1982,NHL,,LW
goulemi01,Second Team All-Star,1987,NHL,,LW
goyetph01,Lady Byng,1969,NHL,,
grabnmi01,All-Rookie,2010,NHL,,F
grahadi01,Selke,1990,NHL,,
graharo02,First Team All-Star,1974,WHA,,G
graharo02,Hatskin,1974,WHA,Best Goaltender,
graharo02,Hatskin,1976,WHA,Best Goaltender,
graharo02,Playoff MVP,1974,WHA,,
graharo02,Second Team All-Star,1975,WHA,,G
granato01,All-Rookie,1988,NHL,,RW
granato01,Masterton,1996,NHL,,
grantda01,Calder,1968,NHL,,
gravead01,King Clancy,1993,NHL,,
gravead01,Masterton,2000,NHL,,
gravead01,Second Team All-Star,1993,NHL,,LW
greenmi03,First Team All-Star,2008,NHL,,D
greenmi03,First Team All-Star,2009,NHL,,D
greente01,Second Team All-Star,1968,NHL,,D
gretzwa01,Art Ross,1980,NHL,,
gretzwa01,Art Ross,1981,NHL,,
gretzwa01,Art Ross,1982,NHL,,
gretzwa01,Art Ross,1983,NHL,,
gretzwa01,Art Ross,1984,NHL,,
gretzwa01,Art Ross,1985,NHL,,
gretzwa01,Art Ross,1986,NHL,,
gretzwa01,Art Ross,1989,NHL,,
gretzwa01,Art Ross,1990,NHL,,
gretzwa01,Art Ross,1993,NHL,,
gretzwa01,Conn Smythe,1984,NHL,,
gretzwa01,Conn Smythe,1987,NHL,,
gretzwa01,First Team All-Star,1980,NHL,,C
gretzwa01,First Team All-Star,1981,NHL,,C
gretzwa01,First Team All-Star,1982,NHL,,C
gretzwa01,First Team All-Star,1983,NHL,,C
gretzwa01,First Team All-Star,1984,NHL,,C
gretzwa01,First Team All-Star,1985,NHL,,C
gretzwa01,First Team All-Star,1986,NHL,,C
gretzwa01,First Team All-Star,1990,NHL,,C
gretzwa01,Hart,1979,NHL,,
gretzwa01,Hart,1980,NHL,,
gretzwa01,Hart,1981,NHL,,
gretzwa01,Hart,1982,NHL,,
gretzwa01,Hart,1983,NHL,,
gretzwa01,Hart,1984,NHL,,
gretzwa01,Hart,1985,NHL,,
gretzwa01,Hart,1986,NHL,,
gretzwa01,Hart,1988,NHL,,
gretzwa01,Kaplan,1978,WHA,Rookie,
gretzwa01,Lady Byng,1979,NHL,,
gretzwa01,Lady Byng,1990,NHL,,
gretzwa01,Lady Byng,1991,NHL,,
gretzwa01,Lady Byng,1993,NHL,,
gretzwa01,Lady Byng,1998,NHL,,
gretzwa01,Pearson,1981,NHL,,
gretzwa01,Pearson,1982,NHL,,
gretzwa01,Pearson,1983,NHL,,
gretzwa01,Pearson,1984,NHL,,
gretzwa01,Pearson,1986,NHL,,
gretzwa01,Plus-Minus,1983,NHL,,
gretzwa01,Plus-Minus,1984,NHL,,
gretzwa01,Plus-Minus,1986,NHL,,
gretzwa01,Second Team All-Star,1978,WHA,,C
gretzwa01,Second Team All-Star,1979,NHL,,C
gretzwa01,Second Team All-Star,1987,NHL,,C
gretzwa01,Second Team All-Star,1988,NHL,,C
gretzwa01,Second Team All-Star,1989,NHL,,C
gretzwa01,Second Team All-Star,1993,NHL,,C
gretzwa01,Second Team All-Star,1996,NHL,,C
gretzwa01,Second Team All-Star,1997,NHL,,C
gueribi01,Second Team All-Star,2001,NHL,,RW
guindbo01,Playoff MVP,1977,WHA,,
hadfivi01,Second Team All-Star,1971,NHL,,LW
hainsge01,Vezina,1926,NHL,,
hainsge01,Vezina,1927,NHL,,
hainsge01,Vezina,1928,NHL,,
halakja01,Jennings,2011,NHL,shared,
hallgl01,Calder,1955,NHL,,
hallgl01,Conn Smythe,1967,NHL,,
hallgl01,First Team All-Star,1956,NHL,,G
hallgl01,First Team All-Star,1957,NHL,,G
hallgl01,First Team All-Star,1959,NHL,,G
hallgl01,First Team All-Star,1962,NHL,,G
hallgl01,First Team All-Star,1963,NHL,,G
hallgl01,First Team All-Star,1965,NHL,,G
hallgl01,First Team All-Star,1968,NHL,,G
hallgl01,Second Team All-Star,1955,NHL,,G
hallgl01,Second Team All-Star,1960,NHL,,G
hallgl01,Second Team All-Star,1961,NHL,,G
hallgl01,Second Team All-Star,1966,NHL,,G
hallgl01,Vezina,1962,NHL,,
hallgl01,Vezina,1966,NHL,shared,
hallgl01,Vezina,1968,NHL,shared,
hamilal01,First Team All-Star,1977,WHA,,D
hamilal01,Second Team All-Star,1973,WHA,,D
hampste01,Deneau,1972,WHA,Most Gentlemanly,
hampste01,Masterton,1968,NHL,,
harmogl01,Second Team All-Star,1944,NHL,,D
harmogl01,Second Team All-Star,1948,NHL,,D
harrite01,Second Team All-Star,1968,NHL,,D
harvedo01,First Team All-Star,1951,NHL,,D
harvedo01,First Team All-Star,1952,NHL,,D
harvedo01,First Team All-Star,1953,NHL,,D
harvedo01,First Team All-Star,1954,NHL,,D
harvedo01,First Team All-Star,1955,NHL,,D
harvedo01,First Team All-Star,1956,NHL,,D
harvedo01,First Team All-Star,1957,NHL,,D
harvedo01,First Team All-Star,1959,NHL,,D
harvedo01,First Team All-Star,1960,NHL,,D
harvedo01,First Team All-Star,1961,NHL,,D
harvedo01,Norris,1954,NHL,,
harvedo01,Norris,1955,NHL,,
harvedo01,Norris,1956,NHL,,
harvedo01,Norris,1957,NHL,,
harvedo01,Norris,1959,NHL,,
harvedo01,Norris,1960,NHL,,
harvedo01,Norris,1961,NHL,,
harvedo01,Second Team All-Star,1958,NHL,,D
hasekdo01,All-Rookie,1991,NHL,,G
hasekdo01,First Team All-Star,1993,NHL,,G
hasekdo01,First Team All-Star,1994,NHL,,G
hasekdo01,First Team All-Star,1996,NHL,,G
hasekdo01,First Team All-Star,1997,NHL,,G
hasekdo01,First Team All-Star,1998,NHL,,G
hasekdo01,First Team All-Star,2000,NHL,,G
hasekdo01,Hart,1996,NHL,,
hasekdo01,Hart,1997,NHL,,
hasekdo01,Jennings,1993,NHL,shared,
hasekdo01,Jennings,2000,NHL,,
hasekdo01,Jennings,2007,NHL,shared,
hasekdo01,Pearson,1996,NHL,,
hasekdo01,Pearson,1997,NHL,,
hasekdo01,Vezina,1993,NHL,,
hasekdo01,Vezina,1994,NHL,,
hasekdo01,Vezina,1996,NHL,,
hasekdo01,Vezina,1997,NHL,,
hasekdo01,Vezina,1998,NHL,,
hasekdo01,Vezina,2000,NHL,,
hatchde01,Second Team All-Star,2002,NHL,,D
havlama01,All-Rookie,2000,NHL,,F
hawerda01,Calder,1981,NHL,,
hawerda01,Second Team All-Star,1984,NHL,,C
haybi01,Calder,1959,NHL,,
haywabr01,Jennings,1986,NHL,shared,
haywabr01,Jennings,1987,NHL,shared,
haywabr01,Jennings,1988,NHL,shared,
heatlda01,All-Rookie,2001,NHL,,F
heatlda01,Calder,2001,NHL,,
heatlda01,First Team All-Star,2006,NHL,,RW
heatlda01,Second Team All-Star,2005,NHL,,LW
hebenan01,Lady Byng,1956,NHL,,
hedbean01,First Team All-Star,1975,WHA,,RW
hedbean01,First Team All-Star,1976,WHA,,RW
hedbean01,First Team All-Star,1977,WHA,,RW
hedbean01,Kaplan,1974,WHA,Rookie,
hedbean01,Masterton,1984,NHL,,
hedbean01,Second Team All-Star,1974,WHA,,RW
hejdumi01,All-Rookie,1998,NHL,,F
hejdumi01,Plus-Minus,2002,NHL,tie,
hejdumi01,Richard,2002,NHL,,
hejdumi01,Second Team All-Star,2002,NHL,,RW
helleot01,Second Team All-Star,1940,NHL,,D
henriad01,All-Rookie,2011,NHL,,F
henryca01,Calder,1953,NHL,,
henryca01,Lady Byng,1957,NHL,,
henryca01,Second Team All-Star,1957,NHL,,LW
henryji01,Second Team All-Star,1951,NHL,,G
herrode01,Jennings,1981,NHL,shared,
herrode01,Vezina,1980,NHL,shared,
hextabr01,Art Ross,1941,NHL,,
hextabr01,First Team All-Star,1939,NHL,,RW
hextabr01,First Team All-Star,1940,NHL,,RW
hextabr01,First Team All-Star,1941,NHL,,RW
hextabr01,Second Team All-Star,1942,NHL,,RW
hextaro01,All-Rookie,1986,NHL,,G
hextaro01,Conn Smythe,1986,NHL,,
hextaro01,First Team All-Star,1986,NHL,,G
hextaro01,Vezina,1986,NHL,,
hirscco01,All-Rookie,1995,NHL,,G
hodgech01,Second Team All-Star,1963,NHL,,G
hodgech01,Second Team All-Star,1964,NHL,,G
hodgech01,Vezina,1963,NHL,,
hodgech01,Vezina,1965,NHL,shared,
hodgeke01,First Team All-Star,1970,NHL,,RW
hodgeke01,First Team All-Star,1973,NHL,,RW
hodgeke02,All-Rookie,1990,NHL,,RW
hoganda01,Second Team All-Star,1976,WHA,,D
hollefl01,First Team All-Star,1944,NHL,,D
hollefl01,Second Team All-Star,1942,NHL,,D
hornula01,Second Team All-Star,1972,WHA,,D
hortoti01,First Team All-Star,1963,NHL,,D
hortoti01,First Team All-Star,1967,NHL,,D
hortoti01,First Team All-Star,1968,NHL,,D
hortoti01,Second Team All-Star,1953,NHL,,D
hortoti01,Second Team All-Star,1962,NHL,,D
hortoti01,Second Team All-Star,1966,NHL,,D
horvabr01,Second Team All-Star,1959,NHL,,C
hossama01,All-Rookie,1998,NHL,,F
hossama01,Second Team All-Star,2008,NHL,,RW
houslph01,All-Rookie,1982,NHL,,D
houslph01,Second Team All-Star,1991,NHL,,D
howarji01,All-Rookie,2009,NHL,,G
howego01,Art Ross,1950,NHL,,
howego01,Art Ross,1951,NHL,,
howego01,Art Ross,1952,NHL,,
howego01,Art Ross,1953,NHL,,
howego01,Art Ross,1956,NHL,,
howego01,Art Ross,1962,NHL,,
howego01,Davidson,1973,WHA,MVP,
howego01,First Team All-Star,1950,NHL,,RW
howego01,First Team All-Star,1951,NHL,,RW
howego01,First Team All-Star,1952,NHL,,RW
howego01,First Team All-Star,1953,NHL,,RW
howego01,First Team All-Star,1956,NHL,,RW
howego01,First Team All-Star,1957,NHL,,RW
howego01,First Team All-Star,1959,NHL,,RW
howego01,First Team All-Star,1962,NHL,,RW
howego01,First Team All-Star,1965,NHL,,RW
howego01,First Team All-Star,1967,NHL,,RW
howego01,First Team All-Star,1968,NHL,,RW
howego01,First Team All-Star,1969,NHL,,RW
howego01,First Team All-Star,1973,WHA,,RW
howego01,First Team All-Star,1974,WHA,,RW
howego01,Hart,1951,NHL,,
howego01,Hart,1952,NHL,,
howego01,Hart,1956,NHL,,
howego01,Hart,1957,NHL,,
howego01,Hart,1959,NHL,,
howego01,Hart,1962,NHL,,
howego01,Second Team All-Star,1948,NHL,,RW
howego01,Second Team All-Star,1949,NHL,,RW
howego01,Second Team All-Star,1955,NHL,,RW
howego01,Second Team All-Star,1958,NHL,,RW
howego01,Second Team All-Star,1960,NHL,,RW
howego01,Second Team All-Star,1961,NHL,,RW
howego01,Second Team All-Star,1963,NHL,,RW
howego01,Second Team All-Star,1964,NHL,,RW
howego01,Second Team All-Star,1966,NHL,,RW
howelha01,First Team All-Star,1966,NHL,,D
howelha01,Norris,1966,NHL,,
howema01,First Team All-Star,1978,WHA,,LW
howema01,First Team All-Star,1982,NHL,,D
howema01,First Team All-Star,1985,NHL,,D
howema01,First Team All-Star,1986,NHL,,D
howema01,Kaplan,1973,WHA,Rookie,
howema01,Plus-Minus,1985,NHL,,
howema01,Second Team All-Star,1973,WHA,,LW
howesy01,Second Team All-Star,1944,NHL,,LW
huddych01,Plus-Minus,1982,NHL,,
huetcr01,Crozier,2005,NHL,,
hullbo01,Art Ross,1959,NHL,,
hullbo01,Art Ross,1961,NHL,,
hullbo01,Art Ross,1965,NHL,,
hullbo01,Davidson,1972,WHA,MVP,
hullbo01,First Team All-Star,1959,NHL,,LW
hullbo01,First Team All-Star,1961,NHL,,LW
hullbo01,First Team All-Star,1963,NHL,,LW
hullbo01,First Team All-Star,1964,NHL,,LW
hullbo01,First Team All-Star,1965,NHL,,LW
hullbo01,First Team All-Star,1966,NHL,,LW
hullbo01,First Team All-Star,1967,NHL,,LW
hullbo01,First Team All-Star,1968,NHL,,LW
hullbo01,First Team All-Star,1969,NHL,,LW
hullbo01,First Team All-Star,1971,NHL,,LW
hullbo01,First Team All-Star,1972,WHA,,LW
hullbo01,First Team All-Star,1973,WHA,,LW
hullbo01,First Team All-Star,1974,WHA,,LW
hullbo01,Hart,1964,NHL,,
hullbo01,Hart,1965,NHL,,
hullbo01,Howe,1974,WHA,MVP,
hullbo01,Lady Byng,1964,NHL,,
hullbo01,Second Team All-Star,1962,NHL,,LW
hullbo01,Second Team All-Star,1970,NHL,,LW
hullbo01,Second Team All-Star,1975,WHA,,LW
hullbo01,Second Team All-Star,1977,WHA,,LW
hullbr01,First Team All-Star,1989,NHL,,RW
hullbr01,First Team All-Star,1990,NHL,,RW
hullbr01,First Team All-Star,1991,NHL,,RW
hullbr01,Hart,1990,NHL,,
hullbr01,Lady Byng,1989,NHL,,
hullbr01,Pearson,1990,NHL,,
hullde01,Second Team All-Star,1972,NHL,,LW
huntetr01,All-Rookie,2003,NHL,,F
huselkr01,All-Rookie,2001,NHL,,F
iafraal01,Second Team All-Star,1992,NHL,,D
iginlja01,All-Rookie,1996,NHL,,F
iginlja01,Art Ross,2001,NHL,,
iginlja01,First Team All-Star,2001,NHL,,RW
iginlja01,First Team All-Star,2007,NHL,,RW
iginlja01,First Team All-Star,2008,NHL,,RW
iginlja01,King Clancy,2003,NHL,,
iginlja01,Messier,2008,NHL,,
iginlja01,Pearson,2001,NHL,,
iginlja01,Richard,2001,NHL,,
iginlja01,Richard,2003,NHL,shared,
iginlja01,Second Team All-Star,2003,NHL,,RW
jackmba01,All-Rookie,2002,NHL,,D
jackmba01,Calder,2002,NHL,,
jacksbu01,Art Ross,1931,NHL,,
jacksbu01,First Team All-Star,1931,NHL,,LW
jacksbu01,First Team All-Star,1933,NHL,,LW
jacksbu01,First Team All-Star,1934,NHL,,LW
jacksbu01,First Team All-Star,1936,NHL,,LW
jacksbu01,Second Team All-Star,1932,NHL,,LW
jagrja01,All-Rookie,1990,NHL,,LW
jagrja01,Art Ross,1994,NHL,,
jagrja01,Art Ross,1997,NHL,,
jagrja01,Art Ross,1998,NHL,,
jagrja01,Art Ross,1999,NHL,,
jagrja01,Art Ross,2000,NHL,,
jagrja01,First Team All-Star,1994,NHL,,RW
jagrja01,First Team All-Star,1995,NHL,,RW
jagrja01,First Team All-Star,1997,NHL,,RW
jagrja01,First Team All-Star,1998,NHL,,RW
jagrja01,First Team All-Star,1999,NHL,,RW
jagrja01,First Team All-Star,2000,NHL,,RW
jagrja01,First Team All-Star,2005,NHL,,RW
jagrja01,Hart,1998,NHL,,
jagrja01,Pearson,1998,NHL,,
jagrja01,Pearson,1999,NHL,,
jagrja01,Pearson,2005,NHL,,
jagrja01,Second Team All-Star,1996,NHL,,RW
jarrega01,Second Team All-Star,1972,WHA,,LW
jarvido01,Masterton,1986,NHL,,
jarvido01,Selke,1983,NHL,,
jenseal01,Jennings,1983,NHL,shared,
jenseda02,Jennings,1985,NHL,shared,
johanca01,All-Rookie,1987,NHL,,D
johnsch01,First Team All-Star,1931,NHL,,D
johnsch01,First Team All-Star,1932,NHL,,D
johnsch01,Second Team All-Star,1930,NHL,,D
johnsch01,Second Team All-Star,1933,NHL,,D
johnsmi01,All-Rookie,1997,NHL,,F
johnsto01,First Team All-Star,1958,NHL,,D
johnsto01,Norris,1958,NHL,,
johnsto01,Second Team All-Star,1955,NHL,,D
joliaau01,First Team All-Star,1930,NHL,,LW
joliaau01,Hart,1933,NHL,,
joliaau01,Second Team All-Star,1931,NHL,,LW
joliaau01,Second Team All-Star,1933,NHL,,LW
joliaau01,Second Team All-Star,1934,NHL,,LW
jonsske01,All-Rookie,1994,NHL,,D
josepcu01,King Clancy,1999,NHL,,
jovaned01,All-Rookie,1995,NHL,,D
juneajo01,All-Rookie,1992,NHL,,LW
kanepa01,All-Rookie,2007,NHL,,F
kanepa01,Calder,2007,NHL,,
kanepa01,First Team All-Star,2009,NHL,,RW
karakmi01,Calder,1935,NHL,,
karakmi01,Second Team All-Star,1944,NHL,,G
kariypa01,All-Rookie,1994,NHL,,F
kariypa01,First Team All-Star,1995,NHL,,LW
kariypa01,First Team All-Star,1996,NHL,,LW
kariypa01,First Team All-Star,1998,NHL,,LW
kariypa01,Lady Byng,1995,NHL,,
kariypa01,Lady Byng,1996,NHL,,
kariypa01,Second Team All-Star,1999,NHL,,LW
kariypa01,Second Team All-Star,2002,NHL,,LW
karlser01,First Team All-Star,2011,NHL,,D
karlser01,Norris,2011,NHL,,
kaspest01,Selke,1981,NHL,,
kehoeri01,Lady Byng,1980,NHL,,
keithdu01,First Team All-Star,2009,NHL,,D
keithdu01,Norris,2009,NHL,,
kellyre01,First Team All-Star,1950,NHL,,D
kellyre01,First Team All-Star,1951,NHL,,D
kellyre01,First Team All-Star,1952,NHL,,D
kellyre01,First Team All-Star,1953,NHL,,D
kellyre01,First Team All-Star,1954,NHL,,D
kellyre01,First Team All-Star,1956,NHL,,D
kellyre01,Lady Byng,1950,NHL,,
kellyre01,Lady Byng,1952,NHL,,
kellyre01,Lady Byng,1953,NHL,,
kellyre01,Lady Byng,1960,NHL,,
kellyre01,Norris,1953,NHL,,
kellyre01,Second Team All-Star,1949,NHL,,D
kellyre01,Second Team All-Star,1955,NHL,,D
kennete01,Hart,1954,NHL,,
kennete01,Second Team All-Star,1949,NHL,,C
kennete01,Second Team All-Star,1950,NHL,tie,C
kennete01,Second Team All-Star,1953,NHL,,C
keonda01,Calder,1960,NHL,,
keonda01,Conn Smythe,1966,NHL,,
keonda01,Deneau,1976,WHA,Most Gentlemanly,
keonda01,Deneau,1977,WHA,Most Gentlemanly,
keonda01,Lady Byng,1961,NHL,,
keonda01,Lady Byng,1962,NHL,,
keonda01,Second Team All-Star,1961,NHL,,C
keonda01,Second Team All-Star,1970,NHL,,C
kerrda01,First Team All-Star,1939,NHL,,G
kerrda01,Second Team All-Star,1937,NHL,,G
kerrda01,Vezina,1939,NHL,,
kerrti01,Masterton,1988,NHL,,
kerrti01,Second Team All-Star,1986,NHL,,RW
keslery01,Selke,2010,NHL,,
kesseph01,Masterton,2006,NHL,,
kingkr01,King Clancy,1995,NHL,,
kiprumi01,First Team All-Star,2005,NHL,,G
kiprumi01,Jennings,2005,NHL,,
kiprumi01,Vezina,2005,NHL,,
kleslro01,All-Rookie,2001,NHL,,D
kluzago01,Masterton,1989,NHL,,
koivusa01,King Clancy,2006,NHL,,
koivusa01,Masterton,2001,NHL,,
kolziol01,First Team All-Star,1999,NHL,,G
kolziol01,King Clancy,2005,NHL,,
kolziol01,Vezina,1999,NHL,,
konstvl01,All-Rookie,1991,NHL,,D
konstvl01,Plus-Minus,1995,NHL,,
konstvl01,Second Team All-Star,1995,NHL,,D
kovalal01,Second Team All-Star,2007,NHL,,RW
kovalil01,All-Rookie,2001,NHL,,F
kovalil01,First Team All-Star,2011,NHL,,LW
kovalil01,Richard,2003,NHL,shared,
kovalil01,Second Team All-Star,2003,NHL,,LW
krejcda01,Plus-Minus,2008,NHL,,
kurrija01,First Team All-Star,1984,NHL,,RW
kurrija01,First Team All-Star,1986,NHL,,RW
kurrija01,Lady Byng,1984,NHL,,
kurrija01,Second Team All-Star,1983,NHL,,RW
kurrija01,Second Team All-Star,1985,NHL,,RW
kurrija01,Second Team All-Star,1988,NHL,,RW
lachel01,Art Ross,1944,NHL,,
lachel01,Art Ross,1947,NHL,,
lachel01,First Team All-Star,1944,NHL,,C
lachel01,First Team All-Star,1947,NHL,,C
lachel01,First Team All-Star,1951,NHL,,C
lachel01,Hart,1944,NHL,,
lachel01,Second Team All-Star,1943,NHL,,C
lachel01,Second Team All-Star,1945,NHL,,C
lacroan01,First Team All-Star,1972,WHA,,C
lacroan01,First Team All-Star,1973,WHA,,C
lacroan01,First Team All-Star,1974,WHA,,C
lacroan01,Hunter,1972,WHA,Scoring,
lacroan01,Hunter,1974,WHA,Scoring,
laflegu01,Art Ross,1975,NHL,,
laflegu01,Art Ross,1976,NHL,,
laflegu01,Art Ross,1977,NHL,,
laflegu01,Conn Smythe,1976,NHL,,
laflegu01,First Team All-Star,1974,NHL,,RW
laflegu01,First Team All-Star,1975,NHL,,RW
laflegu01,First Team All-Star,1976,NHL,,RW
laflegu01,First Team All-Star,1977,NHL,,RW
laflegu01,First Team All-Star,1978,NHL,,RW
laflegu01,First Team All-Star,1979,NHL,,RW
laflegu01,Hart,1976,NHL,,
laflegu01,Hart,1977,NHL,,
laflegu01,Pearson,1975,NHL,,
laflegu01,Pearson,1976,NHL,,
laflegu01,Pearson,1977,NHL,,
lafonpa01,Masterton,1994,NHL,,
lafonpa01,Second Team All-Star,1992,NHL,,C
lalimpa01,All-Rookie,1996,NHL,,G
lalonne01,Art Ross,1920,NHL,,
landega01,All-Rookie,2011,NHL,,F
landega01,Calder,2011,NHL,,
langeda01,Second Team All-Star,1978,WHA,,D
langwro01,First Team All-Star,1982,NHL,,D
langwro01,First Team All-Star,1983,NHL,,D
langwro01,Norris,1982,NHL,,
langwro01,Norris,1983,NHL,,
langwro01,Second Team All-Star,1984,NHL,,D
laperia01,Masterton,2010,NHL,,
laperja01,Calder,1963,NHL,,
laperja01,First Team All-Star,1964,NHL,,D
laperja01,First Team All-Star,1965,NHL,,D
laperja01,Norris,1965,NHL,,
laperja01,Second Team All-Star,1963,NHL,,D
laperja01,Second Team All-Star,1969,NHL,,D
lapoigu01,First Team All-Star,1972,NHL,,D
lapoigu01,Second Team All-Star,1974,NHL,,D
lapoigu01,Second Team All-Star,1975,NHL,,D
lapoigu01,Second Team All-Star,1976,NHL,,D
lapraed01,Calder,1945,NHL,,
lapraed01,Lady Byng,1949,NHL,,
larmest01,All-Rookie,1982,NHL,,RW
larmest01,Calder,1982,NHL,,
larocmi01,Vezina,1976,NHL,shared,
larocmi01,Vezina,1977,NHL,shared,
larocmi01,Vezina,1978,NHL,shared,
larocmi01,Vezina,1980,NHL,shared,
lawsoda01,First Team All-Star,1972,WHA,,RW
leachre01,Conn Smythe,1975,NHL,,
leachre01,Second Team All-Star,1975,NHL,,RW
lecavvi01,King Clancy,2007,NHL,,
lecavvi01,Richard,2006,NHL,,
lecavvi01,Second Team All-Star,2006,NHL,,C
leclajo01,First Team All-Star,1994,NHL,,LW
leclajo01,First Team All-Star,1997,NHL,,LW
leclajo01,Plus-Minus,1996,NHL,,
leclajo01,Plus-Minus,1998,NHL,,
leclajo01,Second Team All-Star,1995,NHL,,LW
leclajo01,Second Team All-Star,1996,NHL,,LW
leclajo01,Second Team All-Star,1998,NHL,,LW
leducri01,Second Team All-Star,1976,WHA,,C
leetcbr01,All-Rookie,1988,NHL,,D
leetcbr01,Calder,1988,NHL,,
leetcbr01,Conn Smythe,1993,NHL,,
leetcbr01,First Team All-Star,1991,NHL,,D
leetcbr01,First Team All-Star,1996,NHL,,D
leetcbr01,Norris,1991,NHL,,
leetcbr01,Norris,1996,NHL,,
leetcbr01,Second Team All-Star,1990,NHL,,D
leetcbr01,Second Team All-Star,1993,NHL,,D
leetcbr01,Second Team All-Star,1995,NHL,,D
lehtije01,Selke,1997,NHL,,
lehtije01,Selke,1998,NHL,,
lehtije01,Selke,2002,NHL,,
lemelre01,Jennings,1989,NHL,shared,
lemiecl01,Conn Smythe,1994,NHL,,
lemiema01,All-Rookie,1984,NHL,,C
lemiema01,Art Ross,1987,NHL,,
lemiema01,Art Ross,1988,NHL,,
lemiema01,Art Ross,1991,NHL,,
lemiema01,Art Ross,1992,NHL,,
lemiema01,Art Ross,1995,NHL,,
lemiema01,Art Ross,1996,NHL,,
lemiema01,Calder,1984,NHL,,
lemiema01,Conn Smythe,1990,NHL,,
lemiema01,Conn Smythe,1991,NHL,,
lemiema01,First Team All-Star,1987,NHL,,C
lemiema01,First Team All-Star,1988,NHL,,C
lemiema01,First Team All-Star,1992,NHL,,C
lemiema01,First Team All-Star,1995,NHL,,C
lemiema01,First Team All-Star,1996,NHL,,C
lemiema01,Hart,1987,NHL,,
lemiema01,Hart,1992,NHL,,
lemiema01,Hart,1995,NHL,,
lemiema01,Masterton,1992,NHL,,
lemiema01,Pearson,1985,NHL,,
lemiema01,Pearson,1987,NHL,,
lemiema01,Pearson,1992,NHL,,
lemiema01,Pearson,1995,NHL,,
lemiema01,Plus-Minus,1992,NHL,,
lemiema01,Second Team All-Star,1985,NHL,,C
lemiema01,Second Team All-Star,1986,NHL,,C
lemiema01,Second Team All-Star,1991,NHL,,C
lemiema01,Second Team All-Star,2000,NHL,,C
lessama01,Second Team All-Star,1980,NHL,,G
leswito01,Second Team All-Star,1949,NHL,,LW
lewicda01,Second Team All-Star,1954,NHL,,LW
leyri01,First Team All-Star,1978,WHA,,D
leyri01,Murphy,1978,WHA,Best Defenceman,
leyri01,Second Team All-Star,1977,WHA,,D
lidstni01,All-Rookie,1991,NHL,,D
lidstni01,Conn Smythe,2001,NHL,,
lidstni01,First Team All-Star,1997,NHL,,D
lidstni01,First Team All-Star,1998,NHL,,D
lidstni01,First Team All-Star,1999,NHL,,D
lidstni01,First Team All-Star,2000,NHL,,D
lidstni01,First Team All-Star,2001,NHL,,D
lidstni01,First Team All-Star,2002,NHL,,D
lidstni01,First Team All-Star,2005,NHL,,D
lidstni01,First Team All-Star,2006,NHL,,D
lidstni01,First Team All-Star,2007,NHL,,D
lidstni01,First Team All-Star,2010,NHL,,D
lidstni01,Norris,2000,NHL,,
lidstni01,Norris,2001,NHL,,
lidstni01,Norris,2002,NHL,,
lidstni01,Norris,2005,NHL,,
lidstni01,Norris,2006,NHL,,
lidstni01,Norris,2007,NHL,,
lidstni01,Norris,2010,NHL,,
lidstni01,Second Team All-Star,2008,NHL,,D
lidstni01,Second Team All-Star,2009,NHL,,D
lilesjo01,All-Rookie,2003,NHL,,D
lindbpe01,All-Rookie,1982,NHL,,G
lindbpe01,First Team All-Star,1984,NHL,,G
lindbpe01,Vezina,1984,NHL,,
lindetr01,All-Rookie,1988,NHL,,C
lindetr01,King Clancy,1996,NHL,,
lindrer01,All-Rookie,1992,NHL,,C
lindrer01,First Team All-Star,1994,NHL,,C
lindrer01,Hart,1994,NHL,,
lindrer01,Pearson,1994,NHL,,
lindrer01,Second Team All-Star,1995,NHL,,C
lindste01,Art Ross,1949,NHL,,
lindste01,First Team All-Star,1947,NHL,,LW
lindste01,First Team All-Star,1949,NHL,,LW
lindste01,First Team All-Star,1950,NHL,,LW
lindste01,First Team All-Star,1951,NHL,,LW
