playerID,firstName,lastName,height,weight,pos,birthYear,birthCountry
filppva01,Valtteri,Filppula,72.0,193.0,C,1984.0,Finland
fingeje01,Jeff,Finger,73.0,205.0,D,1979.0,USA
finkbll01,Lloyd,Finkbeiner,70.0,175.0,L,1920.0,Canada
finleje01,Jeff,Finley,74.0,205.0,D,1967.0,Canada
finlejo01,Joe,Finley,80.0,247.0,D,1987.0,
finnesi01,Sid,Finney,71.0,160.0,C,1929.0,Ireland
finnied01,Ed,Finnigan,68.0,170.0,L,1913.0,Canada
finnifr01,Frank,Finnigan,69.0,165.0,R,1903.0,Canada
finnst01,Steven,Finn,72.0,191.0,D,1966.0,Canada
fiorepe01,Peter,Fiorentino,73.0,205.0,D,1968.0,Canada
fischji01,Jiri,Fischer,77.0,225.0,D,1980.0,Czech Republic
fischpa01,Patrick,Fischer,71.0,194.0,C,1975.0,Switzerland
fischro01,Ron,Fischer,74.0,195.0,D,1959.0,Canada
fisheal01,Alvin,Fisher,73.0,175.0,R,1894.0,Canada
fishecr01,Craig,Fisher,75.0,180.0,L,1970.0,Canada
fishedu01,Dunc,Fisher,67.0,170.0,R,1927.0,Canada
fishejo01,Joe,Fisher,72.0,175.0,R,1916.0,Canada
fishejo02,John,Fisher,71.0,185.0,C,1947.0,Scotland
fishemi01,Mike,Fisher,73.0,213.0,C,1980.0,Canada
fistrma01,Mark,Fistric,74.0,232.0,D,1986.0,Canada
fitchbo01,Bob,Fitchner,72.0,190.0,C,1950.0,Canada
fitzgru01,Rusty,Fitzgerald,73.0,210.0,C,1972.0,USA
fitzgto01,Tom,Fitzgerald,72.0,190.0,C,1968.0,USA
fitzgza01,Zack,Fitzgerald,74.0,214.0,D,1985.0,USA
fitzpro01,Ross,Fitzpatrick,72.0,195.0,C,1960.0,Canada
fitzpro02,Rory,Fitzpatrick,74.0,208.0,D,1975.0,USA
fitzpsa01,Sandy,Fitzpatrick,73.0,195.0,C,1944.0,Scotland
flamafe01,Fern,Flaman,70.0,190.0,D,1927.0,Canada
flatlpa01,Pat,Flatley,74.0,197.0,R,1963.0,Canada
fleisto01,Tomas,Fleischmann,73.0,190.0,L,1984.0,Czech Republic
flemige01,Gerry,Fleming,77.0,253.0,L,1967.0,Canada
flemire01,Reggie,Fleming,68.0,170.0,L,1936.0,Canada
flescjo01,John,Flesch,74.0,200.0,L,1953.0,Canada
fletcst01,Steven,Fletcher,74.0,180.0,L,1962.0,Canada
flettbi01,Bill,Flett,73.0,205.0,R,1943.0,Canada
fleurth01,Theoren,Fleury,66.0,182.0,R,1968.0,Canada
flichto01,Todd,Flichel,75.0,195.0,D,1964.0,Canada
flinnry01,Ryan,Flinn,77.0,248.0,L,1980.0,Canada
flockro01,Rob,Flockhart,72.0,185.0,R,1956.0,Canada
flockro02,Ron,Flockhart,71.0,190.0,F,1960.0,Canada
floodma01,Mark,Flood,73.0,190.0,D,1984.0,Canada
floydla01,Larry,Floyd,68.0,180.0,R,1961.0,Canada
fochtda01,Dan,Focht,78.0,234.0,D,1977.0,Canada
fogarbr01,Bryan,Fogarty,74.0,206.0,D,1969.0,Canada
fogolle01,Lee,Fogolin,71.0,195.0,D,1926.0,Canada
fogolle02,Lee,Fogolin,72.0,200.0,D,1955.0,USA
folcope01,Peter,Folco,72.0,185.0,D,1953.0,Canada
foleyge01,Gerry,Foley,71.0,165.0,R,1932.0,USA
foleyri01,Rick,Foley,76.0,223.0,D,1945.0,Canada
foligma01,Marcus,Foligno,74.0,215.0,L,1991.0,
foligmi01,Mike,Foligno,74.0,195.0,R,1959.0,Canada
foligni01,Nick,Foligno,72.0,192.0,L,1987.0,USA
folkbi01,Bill,Folk,71.0,190.0,D,1927.0,Canada
fontajo01,Jon,Fontas,70.0,185.0,C,1955.0,USA
fontale01,Len,Fontaine,67.0,165.0,C,1948.0,Canada
fonteva01,Val,Fonteyne,70.0,160.0,L,1933.0,Canada
fontilo01,Lou,Fontinato,73.0,195.0,D,1932.0,Canada
footead01,Adam,Foote,74.0,224.0,D,1971.0,Canada
forbeco01,Colin,Forbes,75.0,215.0,L,1976.0,Canada
forbeda01,Dave,Forbes,70.0,180.0,L,1948.0,Canada
forbemi01,Mike,Forbes,74.0,200.0,D,1957.0,Canada
fordmi01,Mike,Ford,73.0,185.0,D,1952.0,Canada
foreyco01,Connie,Forey,74.0,185.0,L,1950.0,Canada
forregr01,Grindy,Forrester,,,,,
forsbpe01,Peter,Forsberg,72.0,205.0,C,1973.0,Sweden
forseja01,Jack,Forsey,71.0,170.0,R,1914.0,Canada
forslgu01,Gus,Forslund,70.0,150.0,R,1906.0,Sweden
forslto01,Tomas,Forslund,71.0,200.0,R,1968.0,Sweden
forsyal01,Alex,Forsyth,74.0,195.0,F,1955.0,Canada
fortida01,Dave,Fortier,71.0,190.0,D,1951.0,Canada
fortifl01,Florent,Fortier,70.0,175.0,R,1955.0,Canada
fortije01,Jean-Francois,Fortin,74.0,205.0,D,1979.0,Canada
fortima01,Marc,Fortier,72.0,192.0,C,1966.0,Canada
fortira01,Ray,Fortin,68.0,180.0,D,1941.0,Canada
fortujo01,Joe,Fortunato,70.0,170.0,L,1955.0,Italy
fortuma01,Maxime,Fortunus,73.0,198.0,D,1983.0,Canada
fosteal01,Alex,Foster,73.0,200.0,C,1984.0,USA
fosteco01,Corey,Foster,75.0,204.0,D,1969.0,Canada
fostedw01,Dwight,Foster,70.0,190.0,F,1957.0,Canada
fostehe01,Herb,Foster,70.0,168.0,L,1913.0,Canada
fosteku01,Kurtis,Foster,77.0,218.0,D,1981.0,Canada
fosteyi01,Yip,Foster,78.0,198.0,D,1907.0,Canada
fotiuni01,Nick,Fotiu,74.0,210.0,L,1952.0,USA
foucakr01,Kristopher,Foucault,73.0,202.0,L,1990.0,
fournja01,Jack,Fournier,71.0,175.0,R,1892.0,Canada
fowleca01,Cam,Fowler,73.0,190.0,D,1991.0,Canada
fowleji01,Jimmy,Fowler,71.0,168.0,D,1915.0,Canada
fowleto01,Tom,Fowler,71.0,165.0,L,1924.0,Canada
foxgr01,Greg,Fox,74.0,190.0,D,1953.0,Canada
foxji01,Jim,Fox,68.0,185.0,R,1960.0,Canada
foyma01,Matt,Foy,74.0,219.0,R,1983.0,Canada
foystfr01,Frank,Foyston,69.0,158.0,C,1891.0,Canada
frampbo01,Bob,Frampton,70.0,175.0,L,1929.0,Canada
francbo01,Bobby,Francis,69.0,175.0,C,1958.0,Canada
franclo01,Lou,Franceschetti,72.0,200.0,R,1958.0,Canada
francro01,Ron,Francis,75.0,200.0,C,1963.0,Canada
fransco01,Cody,Franson,77.0,214.0,D,1987.0,Canada
franzjo01,Johan,Franzen,75.0,220.0,C,1979.0,Sweden
frasear01,Archie,Fraser,71.0,160.0,C,1914.0,Canada
frasech01,Charles,Fraser,70.0,165.0,D,1897.0,Canada
fraseco01,Colin,Fraser,73.0,190.0,C,1985.0,Canada
frasecu01,Curt,Fraser,73.0,200.0,L,1958.0,USA
frasego01,Gord,Fraser,72.0,180.0,D,1902.0,Canada
fraseha01,Harvey,Fraser,70.0,168.0,C,1918.0,Canada
fraseia01,Iain,Fraser,70.0,175.0,C,1969.0,Canada
fraseja01,Jack,Fraser,,,,,
fraseja02,Jamie,Fraser,73.0,200.0,D,1985.0,Canada
frasema01,Mark,Fraser,76.0,210.0,D,1986.0,Canada
frasema02,Matt,Fraser,74.0,204.0,L,1990.0,
fraseri01,Rick,Fraser,70.0,175.0,D,1954.0,Canada
frasesc01,Scott,Fraser,73.0,178.0,R,1972.0,Canada
frattma01,Matt,Frattin,72.0,200.0,R,1988.0,Canada
frawlda01,Dan,Frawley,73.0,195.0,R,1962.0,Canada
freadky01,Kyle,Freadrich,79.0,260.0,L,1978.0,Canada
frechcl01,Clayton,Frechette,,,,,
fredhkr01,Kris,Fredheim,74.0,170.0,D,1987.0,
fredrfr01,Frank,Fredrickson,71.0,180.0,C,1895.0,Canada
freerma01,Mark,Freer,70.0,180.0,C,1968.0,Canada
frencjo01,John,French,71.0,165.0,C/L,1950.0,Canada
frewir01,Irv,Frew,70.0,180.0,D,1907.0,Scotland
fridati01,Tim,Friday,72.0,190.0,D,1961.0,USA
fridgda01,Dan,Fridgen,71.0,175.0,F,1959.0,Canada
frieddo01,Doug,Friedman,73.0,200.0,L,1971.0,USA
friesje01,Jeff,Friesen,73.0,205.0,L,1976.0,Canada
friesro01,Ron,Friest,71.0,185.0,L,1958.0,Canada
frigle01,Len,Frig,71.0,190.0,D,1950.0,Canada
frisctr01,Trevor,Frischmon,71.0,197.0,C,1981.0,USA
fritsda01,Dan,Fritsche,73.0,202.0,C,1985.0,USA
fritsja01,Jamie,Fritsch,74.0,195.0,D,1985.0,USA
fritzmi01,Mitch,Fritz,79.0,242.0,L,1980.0,Canada
frogrjo01,Jonas,Frogren,73.0,189.0,D,1980.0,Sweden
frolimi01,Michael,Frolik,73.0,185.0,C,1988.0,Czech Republic
froloal01,Alexander,Frolov,74.0,210.0,L,1982.0,Russia
frostha01,Harry,Frost,71.0,165.0,R,1914.0,Canada
frycemi01,Miroslav,Frycer,72.0,200.0,R,1959.0,Czech Republic
frydabo01,Bob,Fryday,70.0,155.0,R,1928.0,Canada
ftorero01,Robbie,Ftorek,70.0,155.0,C,1952.0,USA
fullala01,Larry,Fullan,71.0,185.0,F,1949.0,Canada
funkmi01,Michael,Funk,76.0,213.0,D,1986.0,Canada
fuscoma01,Mark,Fusco,69.0,175.0,D,1961.0,USA
fusseow01,Owen,Fussey,72.0,195.0,L,1983.0,Canada
gaborma01,Marian,Gaborik,73.0,193.0,R,1982.0,Slovakia
gadsbbi01,Bill,Gadsby,72.0,180.0,D,1927.0,Canada
gaetzli01,Link,Gaetz,75.0,215.0,D,1968.0,Canada
gagejo01,Jody,Gage,72.0,190.0,R,1959.0,Canada
gagnear01,Art,Gagne,67.0,160.0,R,1897.0,Canada
gagneda01,Dave,Gagner,70.0,188.0,C,1964.0,Canada
gagnepa01,Paul,Gagne,70.0,180.0,L,1962.0,Canada
gagnepi01,Pierre,Gagne,73.0,180.0,L,1940.0,Canada
gagnesa01,Sam,Gagner,71.0,191.0,C,1989.0,Canada
gagnesi01,Simon,Gagne,72.0,195.0,L,1980.0,Canada
gagnoaa01,Aaron,Gagnon,71.0,189.0,C,1986.0,Canada
gagnoge01,Germain,Gagnon,72.0,175.0,L,1942.0,Canada
gagnojo01,Johnny,Gagnon,65.0,140.0,R,1905.0,Canada
gagnose01,Sean,Gagnon,74.0,219.0,D,1973.0,Canada
gainebo01,Bob,Gainey,74.0,200.0,L,1953.0,Canada
gainest01,Steve,Gainey,73.0,192.0,L,1979.0,Canada
gainodu01,Dutch,Gainor,73.0,170.0,C,1904.0,Canada
galanma01,Maxim,Galanov,73.0,205.0,D,1974.0,Russia
galarmi01,Michel,Galarneau,74.0,180.0,C,1961.0,Canada
galbrpe01,Percy,Galbraith,70.0,162.0,L,1898.0,Canada
galiatj01,T.J.,Galiardi,74.0,172.0,L,1988.0,Canada
gallage01,Gerard,Gallant,70.0,190.0,L,1963.0,Canada
gallago01,Gord,Gallant,71.0,175.0,L,1950.0,Canada
gallajo01,John,Gallagher,71.0,188.0,D,1909.0,Canada
gallega01,Garry,Galley,72.0,202.0,D,1963.0,Canada
gallido01,Don,Gallinger,72.0,170.0,C,1925.0,Canada
gallija01,Jamie,Gallimore,72.0,180.0,R,1957.0,Canada
gamacsi01,Simon,Gamache,70.0,186.0,C,1981.0,Canada
gambldi01,Dick,Gamble,72.0,178.0,L,1928.0,Canada
gambuga01,Gary,Gambucci,69.0,175.0,C,1946.0,USA
ganchpe01,Perry,Ganchar,69.0,180.0,R,1963.0,Canada
gansda01,Dave,Gans,70.0,180.0,C,1964.0,Canada
garbury01,Ryan,Garbutt,73.0,185.0,C,1985.0,
gardibr01,Bruce,Gardiner,73.0,193.0,R,1972.0,Canada
gardihe01,Herb,Gardiner,70.0,190.0,D,1891.0,Canada
gardija01,Jake,Gardiner,73.0,173.0,D,1990.0,
gardnbi01,Bill,Gardner,70.0,180.0,C,1960.0,Canada
gardnca01,Cal,Gardner,73.0,172.0,C,1924.0,Canada
gardnda01,Dave,Gardner,72.0,185.0,C,1952.0,Canada
gardnji01,Jimmy,Gardner,69.0,180.0,L,1881.0,Canada
gardnpa01,Paul,Gardner,72.0,195.0,C,1956.0,Canada
gareda01,Danny,Gare,69.0,175.0,R,1954.0,Canada
gariera01,Ray,Gariepy,69.0,180.0,D,1928.0,Canada
garlasc01,Scott,Garland,73.0,185.0,L,1952.0,Canada
garneje01,Jean-Claude,Garneau,69.0,165.0,L,1943.0,Canada
garnero01,Rob,Garner,71.0,180.0,C,1958.0,Canada
garpejo01,Johan,Garpenlov,72.0,185.0,L,1968.0,Sweden
garrere01,Red,Garrett,71.0,190.0,D,1924.0,Canada
garrija01,Jason,Garrison,74.0,200.0,D,1984.0,Canada
gartnmi01,Mike,Gartner,72.0,187.0,R,1959.0,Canada
garwaro01,Ron,Garwasiuk,68.0,160.0,L,1949.0,Canada
gassobo01,Bob,Gassoff,70.0,195.0,D,1953.0,Canada
gassobr01,Brad,Gassoff,71.0,195.0,L,1955.0,Canada
gatemma01,Marty,Gateman,73.0,185.0,D,1952.0,Canada
gatzost01,Steve,Gatzos,71.0,185.0,R,1961.0,Canada
gaudean01,Andre,Gaudette,67.0,155.0,C,1947.0,Canada
gaudrar01,Armand,Gaudreault,69.0,155.0,L,1921.0,Canada
gaudrle01,Leo,Gaudreault,70.0,152.0,L,1905.0,Canada
gaudrro01,Rob,Gaudreau,71.0,185.0,R,1970.0,USA
gaulho01,Horace,Gaul,,,,,
gaulije01,Jean-Marc,Gaulin,70.0,180.0,R,1962.0,Germany
gaulmi01,Mike,Gaul,73.0,200.0,D,1973.0,Canada
gaumeda01,Dallas,Gaume,70.0,185.0,C,1963.0,Canada
gauncca01,Cameron,Gaunce,73.0,203.0,D,1990.0,Canada
gaustpa01,Paul,Gaustad,77.0,225.0,C,1982.0,USA
gauthar01,Art,Gauthier,68.0,158.0,C,1904.0,Canada
gauthda01,Daniel,Gauthier,73.0,190.0,C,1970.0,Canada
gauthde01,Denis,Gauthier,75.0,224.0,D,1976.0,Canada
gauthfe01,Fern,Gauthier,71.0,175.0,R,1919.0,Canada
gauthga01,Gabe,Gauthier,69.0,205.0,C,1984.0,USA
gauthje01,Jean,Gauthier,73.0,190.0,D,1937.0,Canada
gauthlu01,Luc,Gauthier,69.0,195.0,D,1964.0,Canada
gauvrjo01,Jocelyn,Gauvreau,71.0,180.0,D,1964.0,Canada
gaveyaa01,Aaron,Gavey,74.0,189.0,C,1974.0,Canada
gavinst01,Stew,Gavin,72.0,190.0,R,1960.0,Canada
gealebo01,Bob,Geale,71.0,175.0,C,1962.0,Canada
geege01,George,Gee,71.0,180.0,C,1922.0,Canada
geldaga01,Gary,Geldart,68.0,160.0,D,1950.0,Canada
gelinma01,Martin,Gelinas,71.0,202.0,L,1970.0,Canada
gellasa01,Sam,Gellard,72.0,185.0,L,1950.0,Canada
gendrje01,Jean-Guy,Gendron,69.0,165.0,L,1934.0,Canada
gendrma01,Martin,Gendron,69.0,190.0,R,1974.0,Canada
gengebo01,Bob,Genge,,,C,1887.0,Canada
genowch01,Chay,Genoway,68.0,165.0,D,1986.0,
geoffbe01,Bernie,Geoffrion,69.0,166.0,R,1931.0,Canada
geoffbl01,Blake,Geoffrion,73.0,192.0,L,1988.0,USA
geoffda01,Danny,Geoffrion,70.0,185.0,R,1958.0,Canada
georggr01,Greg,George,,,,,
georgwe01,Wes,George,74.0,220.0,L,1958.0,Canada
gerange01,Gerry,Geran,69.0,180.0,C,1896.0,USA
gerared01,Eddie,Gerard,69.0,168.0,D,1890.0,Canada
gerbena01,Nathan,Gerbe,66.0,160.0,C,1987.0,USA
germaer01,Eric,Germain,73.0,195.0,D,1966.0,Canada
germyca01,Carsen,Germyn,70.0,185.0,R,1982.0,Canada
gernake01,Ken,Gernander,70.0,175.0,R,1969.0,USA
gervabr01,Bruno,Gervais,72.0,188.0,D,1984.0,Canada
getlira01,Ray,Getliffe,71.0,175.0,C,1914.0,Canada
getzlry01,Ryan,Getzlaf,75.0,221.0,C,1985.0,Canada
giallma01,Mario,Giallonardo,71.0,201.0,D,1957.0,Canada
gibbobr01,Brian,Gibbons,75.0,190.0,D,1947.0,Canada
gibboge01,Gerrard,Gibbons,75.0,185.0,D,1953.0,Canada
gibbsba01,Barry,Gibbs,71.0,195.0,D,1948.0,Canada
gibsodo01,Doug,Gibson,70.0,175.0,C,1953.0,Canada
gibsodo02,Don,Gibson,73.0,210.0,D,1967.0,Canada
gibsoja01,Jack,Gibson,72.0,185.0,L,1948.0,Canada
gibsoji01,Jimmy,Gibson,,,R/L,,
gibsojo01,John,Gibson,75.0,210.0,D,1959.0,Canada
giesegu01,Gus,Giesebrecht,72.0,177.0,C,1917.0,Canada
giffile01,Lee,Giffin,72.0,188.0,R,1967.0,Canada
gilbeed01,Ed,Gilbert,72.0,185.0,C,1952.0,Canada
gilbegr01,Greg,Gilbert,73.0,191.0,L,1962.0,Canada
gilbeje01,Jeannot,Gilbert,70.0,170.0,C,1940.0,Canada
gilbero01,Rod,Gilbert,69.0,180.0,R,1941.0,Canada
gilbest01,Stan,Gilbertson,72.0,175.0,L,1944.0,USA
gilbeto01,Tom,Gilbert,75.0,210.0,D,1983.0,USA
gilchbr01,Brent,Gilchrist,71.0,180.0,C,1967.0,Canada
gilescu01,Curt,Giles,68.0,175.0,D,1958.0,Canada
gilhera01,Randy,Gilhen,72.0,190.0,C,1963.0,Germany
gilleba01,Barney,Gillerain,70.0,160.0,R,1887.0,Canada
gilledo01,Don,Gillen,75.0,210.0,R,1960.0,Canada
gilleha01,Hammy,Gillespie,70.0,170.0,D,1898.0,Canada
gillha01,Hal,Gill,79.0,250.0,D,1975.0,USA
gillibi01,Bill,Gilligan,71.0,175.0,C,1954.0,USA
gillicl01,Clark,Gillies,75.0,215.0,L,1954.0,Canada
gillico01,Colton,Gillies,76.0,189.0,C,1989.0,Canada
gillifa01,Farrand,Gillie,70.0,150.0,L,1905.0,Canada
gillije01,Jere,Gillis,72.0,194.0,L,1957.0,USA
gillimi01,Mike,Gillis,73.0,195.0,L,1958.0,Canada
gillipa01,Paul,Gillis,71.0,198.0,C,1963.0,Canada
gillitr01,Trevor,Gillies,75.0,215.0,L,1979.0,Canada
gillto01,Todd,Gill,72.0,180.0,D,1965.0,Canada
gilmobi01,Billy,Gilmour,,,R,1885.0,Canada
gilmoda01,Dave,Gilmour,69.0,165.0,L,1950.0,Canada
gilmodo01,Doug,Gilmour,71.0,177.0,C,1963.0,Canada
gilmola01,Larry,Gilmour,72.0,170.0,F,1881.0,Canada
gilmoto01,Tom,Gilmore,71.0,190.0,L,1948.0,Canada
gilroma01,Matt,Gilroy,74.0,195.0,D,1984.0,USA
gimaejr01,Jrek,Gimaev,,,C,,
gimaese01,Sergei,Gimaev,,,,,
gingrga01,Gaston,Gingras,73.0,200.0,D,1959.0,Canada
giontbr01,Brian,Gionta,67.0,175.0,R,1979.0,USA
giontst01,Stephen,Gionta,67.0,180.0,R,1983.0,USA
giordma01,Mark,Giordano,72.0,203.0,D,1983.0,Canada
girarbo01,Bob,Girard,72.0,180.0,L,1949.0,Canada
girarda01,Dan,Girardi,74.0,205.0,D,1984.0,Canada
girarjo01,Jonathan,Girard,71.0,201.0,D,1980.0,Canada
girarke01,Kenny,Girard,72.0,184.0,R,1936.0,Canada
giroual01,Alexandre,Giroux,75.0,190.0,C,1981.0,Canada
girouar01,Art,Giroux,70.0,165.0,R,1908.0,Canada
giroucl01,Claude,Giroux,71.0,180.0,R,1988.0,Canada
giroula01,Larry,Giroux,72.0,190.0,D,1951.0,Canada
giroupi01,Pierre,Giroux,71.0,185.0,L,1955.0,Canada
giroura01,Raymond,Giroux,72.0,190.0,D,1976.0,Canada
giroure01,Rejean,Giroux,71.0,160.0,R,1952.0,Canada
giulije01,Jeff,Giuliano,69.0,205.0,L,1979.0,USA
givenda01,Dave,Given,73.0,185.0,R,1954.0,USA
gladnbo01,Bob,Gladney,71.0,185.0,D,1957.0,Canada
gladuje01,Jean-Paul,Gladu,71.0,180.0,L,1921.0,Canada
glasspu01,Pud,Glass,70.0,190.0,L,1884.0,Scotland
glassta01,Tanner,Glass,72.0,196.0,L,1983.0,Canada
gleasti01,Tim,Gleason,72.0,217.0,D,1983.0,USA
glenccu01,Curtis,Glencross,73.0,195.0,L,1982.0,Canada
glennbr01,Brian,Glennie,73.0,197.0,D,1946.0,Canada
glennma01,Matt,Glennon,72.0,185.0,L,1968.0,USA
glennsc01,Scott,Glennie,73.0,185.0,R,1991.0,
glenwbr01,Brian,Glenwright,75.0,200.0,L,1949.0,Canada
globeal01,Alan,Globensky,73.0,190.0,D,1951.0,Canada
globkro01,Rob,Globke,74.0,208.0,R,1982.0,USA
gloeclo01,Lorry,Gloeckner,74.0,210.0,D,1956.0,Canada
gloorda01,Dan,Gloor,69.0,170.0,C,1952.0,Canada
glovefr01,Fred,Glover,69.0,170.0,C,1928.0,Canada
gloveho01,Howie,Glover,71.0,180.0,R,1935.0,Canada
glumami01,Mike,Glumac,74.0,200.0,R,1980.0,Canada
glynnbr01,Brian,Glynn,76.0,218.0,D,1967.0,Germany
gocma01,Marcel,Goc,73.0,195.0,C,1983.0,Germany
gocsa01,Sascha,Goc,78.0,220.0,D,1979.0,Germany
godarer01,Eric,Godard,76.0,214.0,R,1980.0,Canada
goddeer01,Ernie,Godden,68.0,160.0,C,1961.0,Canada
godfrwa01,Warren,Godfrey,73.0,190.0,D,1931.0,Canada
godined01,Eddy,Godin,70.0,190.0,R,1957.0,Canada
godinsa01,Sam,Godin,70.0,156.0,R,1909.0,Canada
godynal01,Alexander,Godynyuk,72.0,207.0,D,1970.0,Ukraine
goegape01,Pete,Goegan,73.0,195.0,D,1934.0,Canada
goertda01,Dave,Goertz,71.0,210.0,D,1965.0,Canada
goertst01,Steven,Goertzen,74.0,216.0,R,1984.0,Canada
goldhbo01,Bob,Goldham,74.0,195.0,D,1922.0,Canada
goldmer01,Erich,Goldmann,75.0,212.0,D,1976.0,Germany
goldsbi01,Bill,Goldsworthy,72.0,190.0,R,1944.0,Canada
goldsle01,Leroy,Goldsworthy,72.0,165.0,R,1906.0,USA
goldtbi01,Bill,Goldthorpe,71.0,185.0,L,1953.0,Canada
goldugl01,Glenn,Goldup,72.0,190.0,R,1953.0,Canada
golduha01,Hank,Goldup,71.0,175.0,L,1918.0,Canada
golemfr01,Frank,Golembrosky,72.0,190.0,R,1945.0,Canada
goligal01,Alex,Goligoski,71.0,180.0,D,1985.0,USA
golouco01,Cody,Goloubef,73.0,195.0,D,1989.0,
golubya01,Yan,Golubovsky,75.0,183.0,D,1976.0,Russia
gomezsc01,Scott,Gomez,71.0,200.0,C,1979.0,USA
gonchse01,Sergei,Gonchar,74.0,211.0,D,1974.0,Russia
goneada01,Daniel,Goneau,72.0,195.0,L,1976.0,Canada
goodebi01,Bill,Gooden,69.0,175.0,L,1923.0,Canada
goodela01,Larry,Goodenough,72.0,195.0,D,1953.0,Canada
goodfeb01,Ebbie,Goodfellow,72.0,175.0,D,1907.0,Canada
gordivi01,Viktor,Gordiouk,70.0,176.0,L,1970.0,Russia
gordoan01,Andrew,Gordon,71.0,180.0,R,1985.0,Canada
gordobo01,Boyd,Gordon,73.0,201.0,R,1983.0,Canada
gordodo01,Don,Gordon,71.0,180.0,R,1948.0,Canada
gordofr01,Fred,Gordon,70.0,185.0,R,1900.0,Canada
gordoja01,Jack,Gordon,69.0,154.0,C,1928.0,Canada
gordoro01,Robb,Gordon,71.0,190.0,C,1976.0,Canada
gorenle01,Lee,Goren,75.0,205.0,R,1977.0,Canada
gorento01,Tom,Gorence,72.0,190.0,R,1957.0,USA
gorgejo01,Josh,Gorges,73.0,195.0,D,1984.0,Canada
gorinbu01,Butch,Goring,69.0,170.0,C,1949.0,Canada
gormada01,Dave,Gorman,71.0,185.0,R,1955.0,Canada
gormaed01,Ed,Gorman,72.0,180.0,D,1892.0,Canada
gossebe01,Benoit,Gosselin,71.0,190.0,L,1957.0,Canada
gosseda01,David,Gosselin,73.0,205.0,L,1977.0,Canada
gossegu01,Guy,Gosselin,70.0,185.0,D,1964.0,USA
gosseri01,Rich,Gosselin,67.0,150.0,C,1956.0,Canada
gotaast01,Steve,Gotaas,70.0,180.0,C,1967.0,Canada
gottsjo01,Johnny,Gottselig,71.0,158.0,L,1905.0,Russia
gouldbo01,Bobby,Gould,72.0,195.0,R,1957.0,Canada
gouldjo01,John,Gould,71.0,197.0,L,1949.0,Canada
gouldla01,Larry,Gould,69.0,170.0,L,1952.0,Canada
goulemi01,Michel,Goulet,73.0,195.0,L,1960.0,Canada
goupire01,Red,Goupille,72.0,190.0,D,1915.0,Canada
goveda01,David,Gove,69.0,190.0,C,1978.0,USA
govedch01,Chris,Govedaris,72.0,200.0,L,1970.0,Canada
goyerge01,Gerry,Goyer,74.0,196.0,C,1936.0,Canada
goyetph01,Phil,Goyette,71.0,170.0,C,1933.0,Canada
grabnmi01,Michael,Grabner,72.0,177.0,R,1987.0,Austria
grabomi01,Mikhail,Grabovski,69.0,172.0,C,1984.0,Germany
graboto01,Tony,Graboski,70.0,178.0,D,1916.0,Canada
grachev01,Evgeny,Grachev,76.0,224.0,C,1990.0,Russia
gracibo01,Bob,Gracie,69.0,155.0,C,1910.0,Canada
gradith01,Thomas,Gradin,71.0,176.0,C,1956.0,Sweden
gragnma01,Marc-Andre,Gragnani,73.0,180.0,L,1987.0,Canada
grahadi01,Dirk,Graham,71.0,198.0,R,1959.0,Canada
grahale01,Leth,Graham,69.0,150.0,L,1894.0,Canada
grahapa01,Pat,Graham,73.0,190.0,L,1961.0,Canada
graharo01,Rod,Graham,72.0,185.0,L,1946.0,Canada
grahate01,Ted,Graham,68.0,170.0,D,1906.0,Canada
granato01,Tony,Granato,70.0,185.0,R,1964.0,USA
grandje01,Jean-Luc,Grand-Pierre,75.0,225.0,D,1977.0,Canada
grannt01,T,Grannery,,,,,
grantbu01,Buck,Grant,,,L,,
grantda01,Danny,Grant,70.0,188.0,L,1946.0,Canada
granttr01,Triston,Grant,73.0,215.0,L,1984.0,Canada
grattbe01,Benoit,Gratton,71.0,194.0,C,1976.0,Canada
grattbi01,Bill,Gratton,75.0,200.0,L,1948.0,Canada
grattch01,Chris,Gratton,76.0,231.0,C,1975.0,Canada
grattda01,Dan,Gratton,72.0,185.0,C,1966.0,Canada
grattje01,Jean-Guy,Gratton,69.0,169.0,R,1947.0,Canada
grattjo01,Josh,Gratton,74.0,214.0,L,1982.0,Canada
grattno01,Norm,Gratton,71.0,165.0,L,1950.0,Canada
gravead01,Adam,Graves,72.0,205.0,L,1968.0,Canada
gravehi01,Hilliard,Graves,71.0,175.0,R,1950.0,Canada
gravejo01,John,Gravel,68.0,170.0,D,1941.0,Canada
gravele01,Leo,Gravelle,69.0,160.0,R,1925.0,Canada
gravest01,Steve,Graves,70.0,175.0,L,1964.0,Canada
grayal01,Alex,Gray,70.0,170.0,R,1899.0,Scotland
grayjo01,John,Gray,70.0,180.0,R,1949.0,Canada
grayte01,Terry,Gray,72.0,175.0,R,1938.0,Canada
grebede01,Denis,Grebeshkov,72.0,190.0,D,1983.0,Russia
greenan01,Andy,Greene,71.0,195.0,D,1982.0,USA
greenco01,Colin,Greening,75.0,211.0,C,1986.0,Canada
greenje01,Jeff,Greenlaw,73.0,230.0,L,1968.0,Canada
greenjo01,Josh,Green,75.0,215.0,L,1977.0,Canada
greenky01,Kyle,Greentree,75.0,210.0,L,1983.0,Canada
greenma01,Matt,Greene,75.0,223.0,D,1983.0,USA
greenmi02,Mike,Green,71.0,192.0,C,1979.0,Canada
