year,tmID,name
2008,FLO,Florida Panthers
2008,LAK,Los Angeles Kings
2008,MIN,Minnesota Wild
2008,MTL,Montreal Canadiens
2008,NAS,Nashville Predators
2008,NJD,New Jersey Devils
2008,NYI,New York Islanders
2008,NYR,New York Rangers
2008,OTT,Ottawa Senators
2008,PHI,Philadelphia Flyers
2008,PHO,Phoenix Coyotes
2008,PIT,Pittsburgh Penguins
2008,SJS,San Jose Sharks
2008,STL,St. Louis Blues
2008,TBL,Tampa Bay Lightning
2008,TOR,Toronto Maple Leafs
2008,VAN,Vancouver Canucks
2008,WAS,Washington Capitals
2009,AND,Anaheim Ducks
2009,ATL,Atlanta Thrashers
2009,BOS,Boston Bruins
2009,BUF,Buffalo Sabres
2009,CAL,Calgary Flames
2009,CAR,Carolina Hurricanes
2009,CBS,Columbus Blue Jackets
2009,CHI,Chicago Blackhawks
2009,COL,Colorado Avalanche
2009,DAL,Dallas Stars
2009,DET,Detroit Red Wings
2009,EDM,Edmonton Oilers
2009,FLO,Florida Panthers
2009,LAK,Los Angeles Kings
2009,MIN,Minnesota Wild
2009,MTL,Montreal Canadiens
2009,NAS,Nashville Predators
2009,NJD,New Jersey Devils
2009,NYI,New York Islanders
2009,NYR,New York Rangers
2009,OTT,Ottawa Senators
2009,PHI,Philadelphia Flyers
2009,PHO,Phoenix Coyotes
2009,PIT,Pittsburgh Penguins
2009,SJS,San Jose Sharks
2009,STL,St. Louis Blues
2009,TBL,Tampa Bay Lightning
2009,TOR,Toronto Maple Leafs
2009,VAN,Vancouver Canucks
2009,WAS,Washington Capitals
2010,AND,Anaheim Ducks
2010,ATL,Atlanta Thrashers
2010,BOS,Boston Bruins
2010,BUF,Buffalo Sabres
2010,CAL,Calgary Flames
2010,CAR,Carolina Hurricanes
2010,CBS,Columbus Blue Jackets
2010,CHI,Chicago Blackhawks
2010,COL,Colorado Avalanche
2010,DAL,Dallas Stars
2010,DET,Detroit Red Wings
2010,EDM,Edmonton Oilers
2010,FLO,Florida Panthers
2010,LAK,Los Angeles Kings
2010,MIN,Minnesota Wild
2010,MTL,Montreal Canadiens
2010,NAS,Nashville Predators
2010,NJD,New Jersey Devils
2010,NYI,New York Islanders
2010,NYR,New York Rangers
2010,OTT,Ottawa Senators
2010,PHI,Philadelphia Flyers
2010,PHO,Phoenix Coyotes
2010,PIT,Pittsburgh Penguins
2010,SJS,San Jose Sharks
2010,STL,St. Louis Blues
2010,TBL,Tampa Bay Lightning
2010,TOR,Toronto Maple Leafs
2010,VAN,Vancouver Canucks
2010,WAS,Washington Capitals
2011,AND,Anaheim Ducks
2011,BOS,Boston Bruins
2011,BUF,Buffalo Sabres
2011,CAL,Calgary Flames
2011,CAR,Carolina Hurricanes
2011,CBS,Columbus Blue Jackets
2011,CHI,Chicago Blackhawks
2011,COL,Colorado Avalanche
2011,DAL,Dallas Stars
2011,DET,Detroit Red Wings
2011,EDM,Edmonton Oilers
2011,FLO,Florida Panthers
2011,LAK,Los Angeles Kings
2011,MIN,Minnesota Wild
2011,MTL,Montreal Canadiens
2011,NAS,Nashville Predators
2011,NJD,New Jersey Devils
2011,NYI,New York Islanders
2011,NYR,New York Rangers
2011,OTT,Ottawa Senators
2011,PHI,Philadelphia Flyers
2011,PHO,Phoenix Coyotes
2011,PIT,Pittsburgh Penguins
2011,SJS,San Jose Sharks
2011,STL,St. Louis Blues
2011,TBL,Tampa Bay Lightning
2011,TOR,Toronto Maple Leafs
2011,VAN,Vancouver Canucks
2011,WAS,Washington Capitals
2011,WPG,Winnipeg Jets
